lat,lon,adpSum,onWeb,Flags,fulladdr,DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Population.Count,Date.of.Last.Use,Date.of.First.Use,FY18.Max.Population.Count,FY18.ADP,FY17.ADP,FY16.ADP,FY15.ADP,FY14.ADP,FY18.Facility.Bookins,FY17.Facility.Bookins,FY16.Facility.Bookins,FY15.Facility.Bookins,FY18.Non.Criminal,FY18.Criminal,FY17.Non.Criminal,FY17.Criminal,FY16.Non.Criminal,FY16.Criminal,FY15.Non.Criminal,FY15.Criminal,ICE.Threat.Level.1,ICE.Threat.Level.2,ICE.Threat.Level.3,No.ICE.Threat.Level,Facility.Operator,FY17.Calendar.Days.in.Use,FY17...of.Days.in.Use,FY17.Total.Mandays,FY17.Max.Pop.Count,geocodelat,geocodelon
NA,NA,256,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,,ORR,ORR,No,57,04.11.2017,13.09.2014,57,55,78,100,23,0,54,495,1017,317,55,0,78,0,100,0,23,0,0,0,0,55,,372,1.02,28383,133,NA,NA
NA,NA,254,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,7,CHI,CHI,ORR,ORR,No,44,04.11.2017,03.07.2010,47,43,46,62,44,59,47,262,377,300,43,0,46,0,62,0,44,0,0,0,0,43,,372,1.02,16790,76,NA,NA
26.4676,-97.7681,250,26.4676,,1601 BUFFALO DRIVE RAYMONDVILLE TX 78580,WCRDFTX,WILLACY CO REGIONAL DETENTION FACILITY,1601 BUFFALO DRIVE,RAYMONDVILLE,WILLACY,TX,78580,5,SNA,PIC,USMS IGA,USMS IGA,Yes,181,04.11.2017,11.07.2014,202,171,49,23,1,6,210,2441,2767,339,157,14,42,6,20,2,1,0,6,2,6,157,M&TC,223,0.61,17830,220,26.46788,-97.768318
NA,NA,245,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,49,04.11.2017,28.04.2013,50,46,47,69,33,50,52,440,722,426,46,0,47,0,69,0,33,0,0,0,0,46,,372,1.02,17115,92,NA,NA
42.3601,-93.0976,242,42.3601,,1116 14TH AVENUE ELDORA IA 50627,HARDJIA,HARDIN COUNTY JAIL,1116 14TH AVENUE,ELDORA,HARDIN,IA,50627,8,SPM,OMA,IGSA,IGSA,Yes,78,04.11.2017,17.09.1997,84,67,67,45,24,39,100,416,285,245,11,57,20,46,18,27,1,23,32,16,8,12,COUNTY (SHERIFF),372,1.02,24332,84,42.359837,-93.097204
41.118644,-87.888099,242,0,,3050 JUSTICE WAY KANKAKEE IL 60901,KANKEIL,KANKAKEE COUNTY JAIL (JEROME COMBS DET CTR),3050 JUSTICE WAY,KANKAKEE,KANKAKEE,IL,60901,7,CHI,CHI,USMS IGA,USMS IGA,Yes,143,04.11.2017,08.10.2016,191,139,103,0,0,0,489,4644,0,0,55,83,67,36,0,0,0,0,33,28,22,55,COUNTY,365,1,37698,181,41.118644,-87.888099
NA,NA,242,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,3,PHI,PHI,ORR,ORR,No,61,04.11.2017,07.05.2013,61,53,50,66,20,53,57,296,698,234,53,0,50,0,66,0,20,0,0,0,0,53,COUNTY,372,1.02,18158,87,NA,NA
28.0462,-99.3527,233,28.0462,,832 EAST TEXAS STATE HIGHWAY 44 ENCINAL TX 78019,LSRDCTX,LA SALLE COUNTY REGIONAL DETENTION CENTER,832 EAST TEXAS STATE HIGHWAY 44,ENCINAL,LA SALLE,TX,78019,5,SNA,LRD,USMS IGA,USMS IGA,Yes,0,04.11.2017,10.06.2011,0,0,35,35,1,162,57,1037,1215,4,0,0,30,5,28,7,1,0,0,0,0,0,COUNTY,117,0.32,12778,200,28.046614,-99.367001
41.5047,-81.1915,230,41.5047,,12450 MERRITT DR CHARDON OH 44024,GEAUGOH,GEAUGA COUNTY JAIL,12450 MERRITT DR,CHARDON,GEAUGA,OH,44024,6,DET,CLE,USMS IGA,USMS IGA,Yes,92,04.11.2017,05.04.1996,92,81,50,38,33,28,102,438,338,734,31,50,30,20,17,21,2,31,17,15,19,31,COUNTY (SHERIFF),372,1.02,18160,76,41.503706,-81.193006
39.5237,-87.119,228,39.5237,,611 EAST JACKSON STREET BRAZIL IN 47834,CLAYCIN,CLAY COUNTY JAIL,611 EAST JACKSON STREET,BRAZIL,CLAY,IN,47834,7,CHI,CHI,USMS IGA,USMS IGA,Yes,46,04.11.2017,23.07.2013,62,37,51,53,52,35,348,2155,1767,1631,9,28,7,44,4,48,4,48,11,8,9,9,COUNTY (SHERIFF),372,1.02,18595,91,39.523813,-87.120234
NA,NA,223,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,,ORR,ORR,No,89,04.11.2017,10.06.2016,101,90,89,44,0,0,79,655,377,0,89,1,89,0,44,0,0,0,0,0,1,89,,372,1.02,32495,188,NA,NA
32.857146,-104.412724,221,0,,1300 W. RICHEY AVENUE ARTESIA NM 88210,AFRC,ARTESIA FAMILY RESIDENTIAL CENTER,1300 W. RICHEY AVENUE,ARTESIA,COUNTY,NM,88210,10,ELP,EPC,IGSA,FAMILY,Yes,0,17.12.2014,27.06.2014,0,0,0,0,87,134,0,0,0,391,0,0,0,0,0,0,87,0,0,0,0,0,GEO,0,0,0,0,32.857146,-104.412724
38.431556,-92.840072,219,0,,211 EAST NEWTON STREET VERSAILLES MO 65084,MORGNMO,MORGAN COUNTY ADULT DETENTION CENTER,211 EAST NEWTON STREET,VERSAILLES,MORGAN,MO,65084,8,CHI,KAN,IGSA,IGSA,Yes,50,04.11.2017,28.02.2003,61,54,55,51,29,30,55,591,522,288,19,35,13,42,6,45,3,26,13,6,16,19,COUNTY (SHERIFF),372,1.02,20121,82,38.431556,-92.840072
NA,NA,218,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,32,04.11.2017,20.06.2013,40,36,31,47,43,61,40,318,486,552,36,0,31,0,47,0,43,0,0,0,0,36,COUNTY,372,1.02,11381,55,NA,NA
NA,NA,216,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,PHO,PHO,ORR,ORR,No,65,04.11.2017,10.03.2008,65,56,40,52,33,35,55,302,511,358,56,0,40,0,52,0,32,0,0,0,0,56,ORR,372,1.02,14750,71,NA,NA
39.3655,-77.4136,215,39.3655,,7300 MARCIE'S CHOICE LANE FREDERICK MD 21704,FREDEMD,FREDERICK COUNTY DETENTION CENTER,7300 MARCIE'S CHOICE LANE,FREDERICK,FREDERICK,MD,21704,4,BAL,BAL,IGSA,IGSA,Yes,45,04.11.2017,03.08.2006,51,42,42,39,40,52,43,331,317,339,22,19,20,22,11,29,7,32,3,4,12,23,COUNTY (SHERIFF),372,1.02,15204,54,39.365107,-77.413964
34.7673,-106.019,215,34.7673,,COUNTY ROAD 49 ESTANCIA NM 87016,TOORANM,TORRANCE COUNTY DETENTION FACILITY,COUNTY ROAD 49,ESTANCIA,TORRANCE,NM,87016,10,ELP,ABQ,USMS IGA,USMS IGA,Yes,0,01.06.2017,14.03.2001,0,0,170,45,0,0,29,2288,1634,7,0,0,101,68,28,17,0,0,0,0,0,0,CCA,190,0.52,61949,461,34.90747,-106.694865
NA,NA,214,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,,ORR,ORR,No,140,04.11.2017,19.08.2016,140,134,70,10,0,0,141,706,166,0,134,0,70,0,10,0,0,0,0,0,0,134,,372,1.02,25461,144,NA,NA
NA,NA,213,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,SND,SND,ORR,ORR,No,66,04.11.2017,26.05.2007,67,64,63,46,26,14,88,453,432,288,64,0,63,0,46,0,26,0,0,0,0,64,ORR,372,1.02,23000,93,NA,NA
NA,NA,211,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,6,DET,DET,ORR,ORR,No,98,04.11.2017,28.10.1993,98,96,70,40,0,5,83,202,429,237,96,0,70,0,40,0,0,0,0,0,0,96,ORR,372,1.02,25631,93,NA,NA
37.2166,-76.6036,207,37.2166,,9320 MERRIMAC TRAIL WILLIAMSBURG VA 23185,VPREGVA,VIRGINIA PENINSULA REGIONAL JAIL,9320 MERRIMAC TRAIL,WILLIAMSBURG,JAMES CITY,VA,23185,4,WAS,WAS,USMS IGA,USMS IGA,Yes,54,04.11.2017,22.10.1997,76,55,62,50,39,1,88,376,267,458,18,37,16,46,8,42,5,34,15,9,13,18,COUNTY,372,1.02,22535,91,37.216367,-76.604942
38.404207,-77.419184,206,0,,1745 JEFFERSON DAVIS HIGHWAY STAFFORD VA 22554,RAPPSVA,RAPPAHANNOCK REGIONAL JAIL,1745 JEFFERSON DAVIS HIGHWAY,STAFFORD,FREDERICKSBURG CITY,VA,22554,4,WAS,WAS,USMS IGA,USMS IGA,Yes,0,29.04.2015,27.08.1987,0,0,0,0,42,164,0,0,0,303,0,0,0,0,0,0,9,33,0,0,0,0,COUNTY (JAILER),0,0,0,0,38.404207,-77.419184
42.012212,-93.058651,203,0,,2369 JESSUP AVENUE MARSHALLTOWN IA 50158,MARSHIA,MARSHALL COUNTY JAIL,2369 JESSUP AVENUE,MARSHALLTOWN,MARSHALL,IA,50158,8,SPM,OMA,USMS IGA,USMS IGA,Yes,67,04.11.2017,06.02.1992,82,71,58,31,24,19,78,514,219,243,20,51,15,43,3,28,1,23,19,9,23,20,COUNTY (SHERIFF),372,1.02,21033,86,42.012212,-93.058651
NA,NA,203,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,ELP,ELP,ORR,ORR,No,48,04.11.2017,21.03.2012,48,41,38,49,35,40,49,304,505,485,41,0,38,0,49,0,35,0,0,0,0,41,,372,1.02,13953,52,NA,NA
NA,NA,196,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,27,04.11.2017,25.06.2013,31,28,18,34,52,64,32,198,407,540,28,0,18,0,34,0,52,0,0,0,0,28,COUNTY,372,1.02,6748,38,NA,NA
NA,NA,192,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,SNA,ORR,ORR,No,32,04.11.2017,16.08.2011,33,31,35,42,32,52,30,311,380,369,31,0,35,0,42,0,32,0,0,0,0,31,,372,1.02,12911,57,NA,NA
40.9269,-98.3281,187,40.9269,,110 PUBLIC SAFETY DRIVE GRAND ISLAND NE 68801,HASHENE,HALL COUNTY DEPARTMENT OF CORRECTIONS,110 PUBLIC SAFETY DRIVE,GRAND ISLAND,HALL,NE,68801,8,SPM,OMA,IGSA,IGSA,Yes,77,04.11.2017,04.02.1992,92,77,60,14,10,26,91,526,110,105,14,64,11,48,4,10,0,10,29,22,13,13,COUNTY (SHERIFF),372,1.02,21741,108,40.87227,-98.368698
NA,NA,181,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,LOS,LOS,ORR,ORR,No,34,04.11.2017,27.03.2012,36,33,36,49,29,34,51,267,449,363,33,0,36,0,49,0,29,0,0,0,0,33,,372,1.02,13152,58,NA,NA
27.390015,-99.475622,178,0,,9998 SOUTH HIGHWAY 83 LAREDO TX 78046,WEBDCTX,WEBB COUNTY DETENTION CENTER (CCA),9998 SOUTH HIGHWAY 83,LAREDO,WEBB,TX,78046,5,SNA,LRD,USMS IGA,USMS IGA,Yes,174,04.11.2017,02.11.2016,227,131,47,0,0,0,156,1548,0,0,78,53,29,18,0,0,0,0,20,17,16,78,CCA,296,0.81,17175,197,27.390015,-99.475622
NA,NA,178,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,,ORR,ORR,No,59,04.11.2017,23.10.2015,59,53,53,72,0,0,52,493,833,0,53,0,53,0,72,0,0,0,0,0,0,53,,372,1.02,19250,102,NA,NA
NA,NA,177,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,2,NYC,VRK,ORR,ORR,No,51,04.11.2017,13.07.2014,58,55,44,57,16,5,54,324,636,216,55,0,44,0,57,0,16,0,0,0,0,55,,372,1.02,16154,90,NA,NA
40.56,-82.8067,176,40.56,,101 HOME ROAD MOUNT GILEAD OH 43338,MOROWOH,MORROW COUNTY CORRECTIONAL FACILITY,101 HOME ROAD,MOUNT GILEAD,MORROW,OH,43338,6,DET,CLM,IGSA,IGSA,Yes,53,04.11.2017,28.08.2009,53,36,32,29,32,47,75,950,896,954,11,25,10,22,8,21,3,29,8,7,10,11,COUNTY (SHERIFF),372,1.02,11790,52,40.559483,-82.805943
34.984406,-81.205334,176,0,,1675-3A YORK HWY YORK SC 29745,YORCOSC,YORK COUNTY DETENTION CENTER,1675-3A YORK HWY,YORK,YORK,SC,29745,4,ATL,CLT,USMS IGA,USMS IGA,Yes,47,04.11.2017,02.01.2002,72,43,44,28,27,34,787,3709,2257,2257,14,29,11,33,2,25,1,26,9,9,10,14,COUNTY (SHERIFF),372,1.02,16018,75,34.984406,-81.205334
NA,NA,175,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,23,04.11.2017,06.11.2014,30,26,47,68,34,0,31,547,862,516,26,0,47,0,68,0,34,0,0,0,0,26,,372,1.02,17184,94,NA,NA
NA,NA,168,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,44,04.11.2017,26.06.2013,44,33,28,41,27,39,35,287,452,297,33,0,28,0,41,0,27,0,0,0,0,33,,372,1.02,10181,50,NA,NA
44.789,-93.5933,165,44.789,,600 EAST FOURTH ST. CHASKA MN 55318,CARJAMN,CARVER COUNTY JAIL,600 EAST FOURTH ST.,CHASKA,CARVER,MN,55318,8,SPM,SPM,IGSA,IGSA,Yes,43,04.11.2017,31.10.1990,55,46,38,29,17,35,65,340,212,109,14,32,11,27,4,25,2,15,19,9,5,14,COUNTY (SHERIFF),372,1.02,13840,57,44.788657,-93.594014
NA,NA,161,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,8,04.11.2017,04.04.2003,8,8,31,38,29,55,32,224,296,188,8,0,29,2,38,1,28,1,0,0,0,8,ORR,372,1.02,11333,56,NA,NA
33.928058,-86.022294,157,0,,2801 JORDAN ROAD FORT PAYNE AL 35968,DEKALAL,DEKALB COUNTY DETENTION CENTER,2801 JORDAN ROAD,FORT PAYNE,DEKALB,AL,35968,11,NOL,NOL,USMS IGA,USMS IGA,Yes,42,04.11.2017,02.09.2008,97,46,33,22,22,34,500,2857,1971,1966,19,27,10,23,3,19,2,20,9,7,11,20,COUNTY (SHERIFF),372,1.02,12163,79,33.928058,-86.022294
NA,NA,157,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,,ORR,ORR,No,141,04.11.2017,14.04.2017,150,134,23,0,0,0,137,361,0,0,134,0,23,0,0,0,0,0,0,0,0,134,,177,0.48,8563,146,NA,NA
NA,NA,154,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,27,04.11.2017,22.11.1989,28,22,31,38,27,36,25,155,285,219,22,0,31,0,38,0,27,0,0,0,0,22,ORR,372,1.02,11365,52,NA,NA
NA,NA,154,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,0,25.01.2015,01.07.2013,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,NA,NA
NA,NA,154,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,40,04.11.2017,15.09.2014,40,37,39,49,29,0,48,273,480,328,37,0,39,0,49,0,29,0,0,0,0,37,,372,1.02,14177,61,NA,NA
21.3328,-157.929051,146,0,,351 ELLIOTT ST. HONOLULU HI 96819,BOPHON,HONOLULU FEDERAL DETENTION CENTER,351 ELLIOTT ST.,HONOLULU,HONOLULU,HI,96819,9,SFR,HHW,BOP,BOP,No,27,04.11.2017,11.02.2001,33,30,26,26,33,31,29,198,231,181,10,20,7,18,3,23,4,30,15,3,2,10,BOP,372,1.02,9349,36,21.3328,-157.929051
33.0442,-111.377,144,33.0442,,1155 NORTH PINAL PARKWAY FLORENCE AZ 85132,CCADCAZ,CCA CENTRAL ARIZONA DETENTION CENTER,1155 NORTH PINAL PARKWAY,FLORENCE,PINAL,AZ,85132,9,PHO,FLO,USMS IGA,USMS IGA,Yes,0,07.09.2016,08.01.1998,0,0,0,0,32,112,0,0,9,359,0,0,0,0,0,0,21,11,0,0,0,0,CCA,0,0,0,0,33.042946,-111.379103
35.408723,-89.547909,141,0,,6299 FINDE NAIFEH DRIVE MASON TN 38049,TNWESDF,WESTERN TENNESSEE DETENTION FACILITY,6299 FINDE NAIFEH DRIVE,MASON,TIPTON,TN,38049,6,NOL,MEM,USMS IGA,USMS IGA,Yes,6,04.11.2017,02.10.1996,31,5,78,3,6,49,191,1367,495,455,3,2,73,5,1,3,3,3,0,1,1,3,CCA,354,0.97,28521,190,35.408723,-89.547909
NA,NA,140,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,7,CHI,CHI,ORR,ORR,No,26,04.11.2017,07.06.2013,33,25,40,35,14,26,37,286,392,117,25,0,40,0,35,0,14,0,0,0,0,25,,372,1.02,14564,78,NA,NA
NA,NA,138,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,7,CHI,CHI,ORR,ORR,No,30,04.11.2017,22.06.2011,30,29,25,27,21,36,31,150,212,123,29,0,25,0,27,0,20,1,0,0,0,29,,372,1.02,9143,51,NA,NA
33.470625,-112.073702,136,0,,2035 NORTH CENTRAL AVENUE PHOENIX AZ 85004,PHOHOLD,PHOENIX DISTRICT OFFICE,2035 NORTH CENTRAL AVENUE,PHOENIX,MARICOPA,AZ,85004,9,PHO,PHO,Other,HOLD,Yes,38,04.11.2017,09.12.1997,59,30,29,42,19,16,1362,14780,17861,11661,27,3,26,3,38,4,13,6,1,0,1,27,FEDERAL,369,1.01,10584,130,33.470625,-112.073702
27.2479,-98.1268,136,27.2479,,901 COUNTY ROAD 201 FALFURRIAS TX 78355,BROKSTX,BROOKS COUNTY DETENTION CENTER,901 COUNTY ROAD 201,FALFURRIAS,BROOKS,TX,78355,5,SNA,PIC,USMS IGA,USMS IGA,Yes,41,04.11.2017,03.07.2005,51,37,32,23,1,43,61,1612,1343,116,36,2,28,4,20,3,1,0,0,0,1,36,GEO,225,0.62,11835,99,27.246853,-98.124549
32.847072,-80.014287,134,0,,3841 LEEDS AVENUE NORTH CHARLESTON SC 29405,CHARLSC,CHARLESTON COUNTY DETENTION CENTER,3841 LEEDS AVENUE,NORTH CHARLESTON,CHARLESTON,SC,29405,4,ATL,CHL,USMS IGA,USMS IGA,Yes,7,04.11.2017,31.10.1997,47,23,83,9,9,10,393,2662,921,954,8,15,64,19,1,8,0,9,5,6,4,8,COUNTY (SHERIFF),366,1,30348,269,32.847072,-80.014287
31.5493,-97.0814,132,31.5493,,3101 MARLIN HWY WACO TX 76705,JHRWLTX,JACK HARWELL DETENTION CENTER,3101 MARLIN HWY,WACO,MCLENNAN,TX,76705,5,SNA,WCT,USMS IGA,USMS IGA,Yes,0,04.11.2017,28.04.2011,6,2,1,0,0,129,16,172,98,101,0,1,0,1,0,0,0,0,0,1,0,0,CEC,202,0.55,394,9,31.549277,-97.077623
NA,NA,126,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,22,04.11.2017,08.04.2009,24,23,24,27,26,26,24,48,48,48,23,0,24,0,27,0,26,0,0,0,0,23,ORR,372,1.02,8882,31,NA,NA
32.568134,-116.996883,122,0,,2351 OTAY MESA DRIVE CALIPATRIA CA 92154,QLTYSCA,QUALITY SUITES,2351 OTAY MESA DRIVE,CALIPATRIA,SAN DIEGO,CA,92154,9,SND,SND,Other,Other,Yes,69,04.11.2017,17.03.2014,120,74,22,17,6,3,1146,7993,6170,2267,74,0,22,0,17,0,6,0,0,0,0,74,HOTEL,372,1.02,7996,169,32.568134,-116.996883
NA,NA,121,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,4,WAS,WAS,ORR,ORR,No,31,04.11.2017,18.06.2009,31,28,25,24,25,19,59,102,54,87,24,5,22,3,23,1,23,1,2,2,1,24,COUNTY,372,1.02,9081,29,NA,NA
30.622376,-92.781593,120,0,,7340 HIGHWAY 26 WEST OBERLIN LA 70655,APPSCLA,ALLEN PARISH PUBLIC SAFETY COMPLEX,7340 HIGHWAY 26 WEST,OBERLIN,ALLEN,LA,70655,5,NOL,OAK,IGSA,IGSA,Yes,55,04.11.2017,18.05.2016,56,52,50,18,0,0,48,309,129,0,52,0,48,2,17,1,0,0,0,0,0,52,COUNTY,372,1.02,18385,60,30.622376,-92.781593
31.805626,-91.395017,119,0,,8606 HWY 65 WATERPROOF LA 71375,TENSALA,TENSAS PARISH DETENTION CENTER,8606 HWY 65,WATERPROOF,TENSAS,LA,71375,5,NOL,OAK,IGSA,IGSA,Yes,0,01.03.2016,11.12.1995,0,0,0,13,49,57,0,0,229,1323,0,0,0,0,1,12,12,38,0,0,0,0,LASALLE CORRECTIONS,0,0,0,0,31.805626,-91.395017
NA,NA,119,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,HLG,ORR,ORR,No,21,04.11.2017,01.06.2013,23,22,17,24,24,32,22,162,231,255,22,0,17,0,24,0,24,0,0,0,0,22,,372,1.02,6036,28,NA,NA
46.497911,-84.345852,118,0,,325 COURT STREET SAULT SAINTE MARIE MI 49783,CHIPPMI,CHIPPEWA COUNTY SSM,325 COURT STREET,SAULT SAINTE MARIE,CHIPPEWA,MI,49783,6,DET,DET,IGSA,IGSA,Yes,41,04.11.2017,30.09.1991,45,43,28,18,9,20,54,194,65,45,19,24,15,13,6,11,1,8,14,4,6,19,COUNTY (SHERIFF),372,1.02,10126,53,46.497911,-84.345852
NA,NA,116,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,SNA,,ORR,ORR,No,26,04.11.2017,01.05.2015,39,34,29,46,7,0,31,276,498,103,34,0,29,0,46,0,7,0,0,0,0,34,,372,1.02,10653,57,NA,NA
NA,NA,115,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,10,DAL,OKC,ORR,ORR,No,0,20.09.2016,14.06.2014,0,0,0,1,0,114,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,NA,NA
NA,NA,114,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,HOU,HOU,ORR,ORR,No,26,04.11.2017,16.05.2014,30,25,27,35,24,3,22,200,359,289,25,0,27,0,35,0,24,0,0,0,0,25,,372,1.02,9817,46,NA,NA
41.154752,-77.337047,112,0,,419 SHOEMAKER ROAD LOCK HAVEN PA 17745,CLINTPA,CLINTON COUNTY CORRECTIONAL FACILITY,419 SHOEMAKER ROAD,LOCK HAVEN,CLINTON,PA,17745,3,PHI,ALW,USMS IGA,USMS IGA,Yes,23,04.11.2017,21.04.2001,43,25,50,12,11,14,160,986,823,751,1,24,10,40,0,12,0,10,21,3,0,1,COUNTY (CORRECTIONS),372,1.02,18256,87,41.154752,-77.337047
39.642682,-94.046435,110,0,,280 WEST MAIN STREET KINGSTON MO 64650,CALDWMO,CALDWELL COUNTY DETENTION CENTER,280 WEST MAIN STREET,KINGSTON,CALDWELL,MO,64650,8,CHI,KAN,IGSA,IGSA,Yes,20,04.11.2017,19.01.2004,25,22,20,21,24,23,19,184,206,326,9,13,10,10,6,15,3,21,4,1,8,9,COUNTY (SHERIFF),372,1.02,7242,32,39.642682,-94.046435
NA,NA,107,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,2,NYC,VRK,ORR,ORR,No,21,04.11.2017,24.02.2014,30,23,29,32,12,11,37,152,206,127,22,1,29,0,32,0,12,0,0,1,0,22,,372,1.02,10755,44,NA,NA
NA,NA,106,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,1,BOS,BOS,ORR,ORR,No,21,04.11.2017,12.01.2005,21,21,20,22,22,21,7,9,6,21,21,0,20,0,22,0,22,0,0,0,0,21,ORR,372,1.02,7168,24,NA,NA
28.8831,-97.9114,103,28.8831,,810 COMMERCE STREET KARNES CITY TX 78118,KARNETX,KARNES COUNTY CORRECTIONAL CENTER,810 COMMERCE STREET,KARNES CITY,KARNES,TX,78118,5,SNA,SNA,USMS IGA,USMS IGA,Yes,0,24.08.2017,13.01.1998,0,0,42,20,0,41,69,301,288,2,0,0,31,11,12,8,0,0,0,0,0,0,GEO,328,0.9,15283,195,28.883301,-97.909196
38.7879,-104.779,99,38.7879,,2739 EAST LAS VEGAS COLORADO SPRINGS CO 80906,ELPASCO,EL PASO COUNTY CRIMINAL JUSTICE CENTER,2739 EAST LAS VEGAS,COLORADO SPRINGS,EL PASO,CO,80906,10,DEN,DEN,IGSA,IGSA,Yes,0,02.11.2017,18.12.1990,3,1,1,6,27,64,12,93,228,951,0,0,0,1,1,5,10,17,0,0,0,0,COUNTY (SHERIFF),126,0.35,292,13,38.787837,-104.776715
42.7516,-73.8162,99,42.7516,,840 ALBANY SHAKER ROAD ALBANY NY 12211,ALBCONY,ALBANY COUNTY JAIL,840 ALBANY SHAKER ROAD,ALBANY,KINGS,NY,12211,2,BUF,ALB,USMS IGA,USMS IGA,Yes,18,04.11.2017,13.07.1988,20,17,28,29,9,16,75,409,391,219,12,6,24,5,27,3,6,3,3,1,1,12,COUNTY (SHERIFF),372,1.02,10390,60,42.745125,-73.81586
NA,NA,99,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,9,SEA,SEA,ORR,ORR,No,25,04.11.2017,12.05.2009,29,27,25,19,15,13,23,33,29,28,27,0,24,0,17,2,12,4,0,0,0,27,ORR,372,1.02,8961,28,NA,NA
NA,NA,99,0,,Redacted Redacted Redacted Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,5,ELP,EPC,ORR,ORR,No,0,27.12.2016,23.09.2005,0,0,1,36,21,41,0,1,398,306,0,0,1,0,36,0,21,0,0,0,0,0,ORR,88,0.24,399,7,NA,NA
