"title","release_year","character","gender","words","proportion_of_dialogue","age","gross","script_id"
"The Ruins",2008,"Taxi Driver","man",254,0.0103025878,,21,3240
"Runaway Bride",1999,"Coach Bob Kelly","man",1340,0.0614848123,38,260,3242
"Runaway Bride",1999,"Cousin Cindy","woman",200,0.0091768377,32,260,3242
"Runaway Bride",1999,"Dead Head Gill ","man",242,0.0111039736,,260,3242
"Runaway Bride",1999,"Elaine From Man","woman",130,0.0059649445,34,260,3242
"Runaway Bride",1999,"Ellie Graham","woman",628,0.0288152703,43,260,3242
"Runaway Bride",1999,"Fisher","man",926,0.0424887584,63,260,3242
"Runaway Bride",1999,"George 'Bug Guy","man",302,0.0138570249,35,260,3242
"Runaway Bride",1999,"Grandma","woman",376,0.0172524548,76,260,3242
"Runaway Bride",1999,"Ike Graham","man",6968,0.3197210241,50,260,3242
"Runaway Bride",1999,"Maggie Carpente","woman",7300,0.3349545747,32,260,3242
"Runaway Bride",1999,"Mrs. Pressman","woman",552,0.0253280719,,260,3242
"Runaway Bride",1999,"Mrs. Whittenmey","woman",178,0.0081673855,,260,3242
"Runaway Bride",1999,"N.Y.C. Bartende","man",134,0.0061484812,46,260,3242
"Runaway Bride",1999,"Peggy Flemming","woman",1660,0.0761677526,37,260,3242
"Runaway Bride",1999,"Pretty Woman In","woman",264,0.0121134257,43,260,3242
"Runaway Bride",1999,"Walter Carpente","man",594,0.0272552079,71,260,3242
"Rush",2013,"Alastair Caldwe","man",230,0.0245281007,41,28,3244
"Rush",2013,"Anthony 'Bubble","man",444,0.0473498987,45,28,3244
"Rush",2013,"Clay Regazzoni","man",304,0.0324197505,44,28,3244
"Rush",2013,"Commentator","man",211,0.0225018663,,28,3244
"Rush",2013,"James Hunt","man",2876,0.3067079023,30,28,3244
"Rush",2013,"Lord Hesketh","man",656,0.0699584089,40,28,3244
"Rush",2013,"Louis Stanley","man",269,0.0286872134,67,28,3244
"Rush",2013,"Marlene Lauda","woman",337,0.0359389997,35,28,3244
"Rush",2013,"Mechanic","man",137,0.0146102165,,28,3244
"Rush",2013,"Niki Lauda","man",2891,0.3083075611,35,28,3244
"Rush",2013,"Nurse Gemma","woman",139,0.0148235043,31,28,3244
"Rush",2013,"Stirling Moss","man",155,0.016529807,43,28,3244
"Rush",2013,"Suzy Miller","woman",523,0.055774768,29,28,3244
"Rush",2013,"Teddy Mayer","man",205,0.0218620028,66,28,3244
"Rush Hour",1998,"Agent Russ","man",763,0.0944423815,42,261,3248
"Rush Hour",1998,"Agent Whitney","man",198,0.0245079837,42,261,3248
"Rush Hour",1998,"Captain Diel","man",132,0.0163386558,67,261,3248
"Rush Hour",1998,"Carter","man",4570,0.5656640673,26,261,3248
"Rush Hour",1998,"Cigaweed Man","man",228,0.0282213145,33,261,3248
"Rush Hour",1998,"Consul Han","man",411,0.0508726328,,261,3248
"Rush Hour",1998,"Johnson","woman",467,0.0578041837,39,261,3248
"Rush Hour",1998,"Lee","man",1128,0.1396212403,44,261,3248
"Rush Hour",1998,"Sang","man",182,0.0225275405,28,261,3248
"Rush Hour 2",2001,"Agent Sterling","man",210,0.012641464,64,347,3250
"Rush Hour 2",2001,"Captain Chin","man",256,0.0154105466,63,347,3250
"Rush Hour 2",2001,"Carter","man",9260,0.557428365,29,347,3250
"Rush Hour 2",2001,"Club Hostess","woman",132,0.0079460631,,347,3250
"Rush Hour 2",2001,"Hu Li","woman",278,0.0167348904,22,347,3250
"Rush Hour 2",2001,"Isabella Molina","woman",1216,0.0732000963,28,347,3250
"Rush Hour 2",2001,"Kenny","man",710,0.0427401878,37,347,3250
"Rush Hour 2",2001,"Lee","man",3524,0.2121358054,47,347,3250
"Rush Hour 2",2001,"Ricky Tan","man",1026,0.0617625813,49,347,3250
"Rust and Bone",2012,"Alain Van Versc","man",4535,0.3348840644,35,2,3254
"Rust and Bone",2012,"Anna","woman",1112,0.0821149018,,2,3254
"Rust and Bone",2012,"Cousin","man",241,0.017796485,,2,3254
"Rust and Bone",2012,"Foued","man",256,0.0189041501,,2,3254
"Rust and Bone",2012,"Louise","woman",609,0.0449712007,,2,3254
"Rust and Bone",2012,"Martial","man",1267,0.0935607739,47,2,3254
"Rust and Bone",2012,"Richard","man",573,0.0423128046,,2,3254
"Rust and Bone",2012,"Sam","man",335,0.0247378526,,2,3254
"Rust and Bone",2012,"Simon","man",200,0.0147688672,,2,3254
"Rust and Bone",2012,"Stephanie","woman",4414,0.3259488997,37,2,3254
"The Sandlot",1993,"Alan 'Yeah-Yeah","man",544,0.0583941606,13,68,3262
"The Sandlot",1993,"Bertram Grover ","man",210,0.0225418635,13,68,3262
"The Sandlot",1993,"Bill","man",257,0.0275869472,36,68,3262
"The Sandlot",1993,"Hamilton 'Ham' ","man",665,0.0713825676,14,68,3262
"The Sandlot",1993,"Kenny Denunez","man",207,0.0222198368,14,68,3262
"The Sandlot",1993,"Michael 'Squint","man",1453,0.1559682267,12,68,3262
"The Sandlot",1993,"Mom","woman",340,0.0364963504,42,68,3262
"The Sandlot",1993,"Mr. Mertle","man",202,0.0216831258,62,68,3262
"The Sandlot",1993,"Narrator","man",1530,0.1642335766,31,68,3262
"The Sandlot",1993,"Older Benny","man",1776,0.1906397596,27,68,3262
"The Sandlot",1993,"Scotty Smalls","man",1549,0.1662730786,12,68,3262
"The Sandlot",1993,"The Babe","man",317,0.0340274796,50,68,3262
"The Sandlot",1993,"Timmy Timmons","man",152,0.0163160155,13,68,3262
"The Sandlot",1993,"Tommy 'Repeat' ","man",114,0.0122370116,11,68,3262
"Saving Mr. Banks",2013,"Diarmuid Russel","man",304,0.0175024469,49,89,3265
"Saving Mr. Banks",2013,"Dick Van Dyke","man",750,0.0431803788,,89,3265
"Saving Mr. Banks",2013,"Dolly","woman",396,0.02279924,41,89,3265
"Saving Mr. Banks",2013,"Don Dagradi","man",867,0.0499165179,54,89,3265
"Saving Mr. Banks",2013,"Ginty","woman",882,0.0507801255,,89,3265
"Saving Mr. Banks",2013,"Margaret Goff","woman",406,0.0233749784,31,89,3265
"Saving Mr. Banks",2013,"P.L. Travers","woman",8621,0.4963440613,54,89,3265
"Saving Mr. Banks",2013,"Ralph","man",809,0.0465772353,46,89,3265
"Saving Mr. Banks",2013,"Richard Sherman","man",163,0.0093845357,34,89,3265
"Saving Mr. Banks",2013,"Robert Sherman","man",469,0.0270021302,34,89,3265
"Saving Mr. Banks",2013,"Tommie","woman",171,0.0098451264,63,89,3265
"Saving Mr. Banks",2013,"Walt Disney","man",3531,0.2032932236,57,89,3265
"Saving Private Ryan",1998,"Captain Miller","man",5134,0.5109474522,42,400,3270
"Saving Private Ryan",1998,"Corporal Upham","man",735,0.0731488854,29,400,3270
"Saving Private Ryan",1998,"Lieutenant Colo","man",278,0.0276671975,54,400,3270
"Saving Private Ryan",1998,"Private Jackson","man",1188,0.1182324841,28,400,3270
"Saving Private Ryan",1998,"Private Reiben","man",1913,0.1903861465,30,400,3270
"Saving Private Ryan",1998,"Private Ryan","man",280,0.027866242,28,400,3270
"Saving Private Ryan",1998,"T-4 Medic Wade","man",520,0.0517515924,24,400,3270
"Saw",2004,"Adam Faulkner-S","man",7590,0.3203072248,27,77,3271
"Saw",2004,"Alison Gordon","woman",1362,0.0574780554,33,77,3271
"Saw",2004,"Amanda","woman",152,0.0064145847,34,77,3271
"Saw",2004,"Carla","woman",196,0.0082714382,37,77,3271
"Saw",2004,"Detective David","man",1398,0.0589972991,58,77,3271
"Saw",2004,"Detective Steve","man",1392,0.0587440918,34,77,3271
"Saw",2004,"Diana Gordon","woman",310,0.0130823768,10,77,3271
"Saw",2004,"Dr. Lawrence Go","man",9764,0.4120526671,42,77,3271
"Saw",2004,"Kerry","woman",896,0.037812289,36,77,3271
"Saw",2004,"Zep Hindle","man",636,0.026839973,50,77,3271
"Scott Pilgrim vs. the World",2010,"Comeau","man",166,0.0081320727,,34,3280
"Scott Pilgrim vs. the World",2010,"Crash","man",141,0.006907363,22,34,3280
"Scott Pilgrim vs. the World",2010,"Envy Adams","woman",362,0.0177337971,21,34,3280
"Scott Pilgrim vs. the World",2010,"Gideon Graves","man",801,0.0392397002,30,34,3280
"Scott Pilgrim vs. the World",2010,"Julie Powers","woman",542,0.0265517072,26,34,3280
"Scott Pilgrim vs. the World",2010,"Kim Pine","woman",642,0.0314505462,25,34,3280
"Scott Pilgrim vs. the World",2010,"Knives Chau","woman",1292,0.0632929996,25,34,3280
"Scott Pilgrim vs. the World",2010,"Lucas Lee","man",614,0.0300788713,29,34,3280
"Scott Pilgrim vs. the World",2010,"Ramona Flowers","woman",3219,0.1576936266,26,34,3280
"Scott Pilgrim vs. the World",2010,"Roxy Richter","woman",340,0.0166560525,22,34,3280
"Scott Pilgrim vs. the World",2010,"Scott Pilgrim","man",8340,0.4085631705,22,34,3280
"Scott Pilgrim vs. the World",2010,"Stacey Pilgrim","woman",538,0.0263557537,25,34,3280
"Scott Pilgrim vs. the World",2010,"Stephen Stills","man",1160,0.0568265321,30,34,3280
"Scott Pilgrim vs. the World",2010,"Todd Ingram","man",556,0.0272375447,31,34,3280
"Scott Pilgrim vs. the World",2010,"Wallace Wells","man",1394,0.0682898153,28,34,3280
"Scott Pilgrim vs. the World",2010,"Young Neil","man",306,0.0149904473,24,34,3280
"Scream 3",2000,"Angelina Tyler","woman",372,0.0241057543,29,143,3285
"Scream 3",2000,"Bianca","woman",238,0.0154224987,44,143,3285
"Scream 3",2000,"Christine Hamil","woman",184,0.0119232763,32,143,3285
"Scream 3",2000,"Detective #2","man",2330,0.1509849663,27,143,3285
"Scream 3",2000,"Dwight 'Dewey' ","man",1858,0.1203991706,29,143,3285
"Scream 3",2000,"Gale Weathers","woman",3438,0.2227838258,36,143,3285
"Scream 3",2000,"Jennifer Jolie","woman",940,0.0609123898,32,143,3285
"Scream 3",2000,"Randy Meeks","man",966,0.0625972006,30,143,3285
"Scream 3",2000,"Roman Bridger","man",1080,0.0699844479,28,143,3285
"Scream 3",2000,"Sarah Darling","woman",852,0.0552099533,28,143,3285
"Scream 3",2000,"Sidney Prescott","woman",1696,0.1099015034,27,143,3285
"Scream 3",2000,"Tom Prinze","man",534,0.0346034215,28,143,3285
"Scream 3",2000,"Tyson Fox","man",282,0.018273717,22,143,3285
"Scream 3",2000,"Wallace","man",662,0.0428978745,36,143,3285
"Se7en",1995,"California","man",326,0.0157976352,36,200,3288
"Se7en",1995,"Crazed Man In M","man",242,0.0117270789,35,200,3288
"Se7en",1995,"Dead Man At 1St","man",162,0.0078503586,31,200,3288
"Se7en",1995,"Detective Taylo","man",190,0.0092072107,44,200,3288
"Se7en",1995,"Dr. Beardsley","man",186,0.0090133747,48,200,3288
"Se7en",1995,"Dr. O'Neill","man",102,0.0049428184,,200,3288
"Se7en",1995,"Dr. Santiago","man",340,0.0164760613,37,200,3288
"Se7en",1995,"Mark Swarr","man",396,0.0191897655,40,200,3288
"Se7en",1995,"Mills","man",6632,0.3213801124,32,200,3288
"Se7en",1995,"Officer Davis","man",152,0.0073657686,1995,200,3288
"Se7en",1995,"Police Captain","man",1102,0.0534018221,51,200,3288
"Se7en",1995,"Somerset","man",8838,0.4282806745,58,200,3288
"Se7en",1995,"Talbot","man",230,0.0111455708,53,200,3288
"Se7en",1995,"Tracy","woman",1562,0.0756929638,23,200,3288
"Se7en",1995,"Wild Bill","man",176,0.0085287846,,200,3288
"The Searchers",1956,"Aaron Edwards","man",704,0.0444556706,47,,3289
"The Searchers",1956,"Ben Edwards","man",190,0.0119979793,14,,3289
"The Searchers",1956,"Brad Jorgensen","man",472,0.0298055064,35,,3289
"The Searchers",1956,"Charlie Mccorry","man",584,0.0368779995,40,,3289
"The Searchers",1956,"Debbie Edwards ","woman",378,0.0238696641,18,,3289
"The Searchers",1956,"Emilio Gabriel ","man",420,0.026521849,69,,3289
"The Searchers",1956,"Ethan Edwards","man",5474,0.345668098,49,,3289
"The Searchers",1956,"Jerem Futterman","man",140,0.0088406163,38,,3289
"The Searchers",1956,"Laurie Jorgense","woman",760,0.0479919172,27,,3289
"The Searchers",1956,"Lt. Greenhill","man",110,0.0069461985,17,,3289
"The Searchers",1956,"Martha Edwards","woman",428,0.027027027,50,,3289
"The Searchers",1956,"Martin Pawley","man",4122,0.2602930033,30,,3289
"The Searchers",1956,"Mose Harper","man",630,0.0397827734,55,,3289
"The Searchers",1956,"Mrs. Jorgensen","woman",1064,0.067188684,60,,3289
"The Searchers",1956,"Nesby","man",232,0.0146501642,68,,3289
"The Searchers",1956,"Scar","man",128,0.0080828492,44,,3289
"Sense and Sensibility",1995,"Betsy","woman",134,0.0039957061,45,85,3293
"Sense and Sensibility",1995,"Charlotte Palme","woman",1416,0.0422232824,39,85,3293
"Sense and Sensibility",1995,"Colonel Brandon","man",2354,0.0701932252,49,85,3293
"Sense and Sensibility",1995,"Edward Ferrars","man",2528,0.0753816794,35,85,3293
"Sense and Sensibility",1995,"Elinor Dashwood","woman",6130,0.182788645,36,85,3293
"Sense and Sensibility",1995,"Fanny Dashwood","woman",1914,0.0570729962,45,85,3293
"Sense and Sensibility",1995,"John Dashwood","man",672,0.0200381679,43,85,3293
"Sense and Sensibility",1995,"John Willoughby","man",1758,0.0524212786,29,85,3293
"Sense and Sensibility",1995,"Lucy Steele","woman",2024,0.0603530534,34,85,3293
"Sense and Sensibility",1995,"Margaret Dashwo","woman",820,0.0244513359,,85,3293
"Sense and Sensibility",1995,"Marianne Dashwo","woman",5132,0.1530295802,20,85,3293
"Sense and Sensibility",1995,"Mrs. Dashwood","woman",2896,0.0863549618,53,85,3293
"Sense and Sensibility",1995,"Mrs. Jennings","woman",3456,0.1030534351,66,85,3293
"Sense and Sensibility",1995,"Robert Ferrars","man",262,0.0078125,30,85,3293
"Sense and Sensibility",1995,"Sir John Middle","man",1654,0.0493201336,70,85,3293
"Sense and Sensibility",1995,"Thomas","man",386,0.0115100191,47,85,3293
"Serenity",2005,"Dr. Caron","woman",452,0.0155518855,31,34,3294
"Serenity",2005,"Ensign","man",162,0.0055739059,31,34,3294
"Serenity",2005,"Fanty","man",182,0.0062620424,,34,3294
"Serenity",2005,"Inara","woman",1570,0.0540187173,26,34,3294
"Serenity",2005,"Kaylee","woman",1856,0.0638590696,23,34,3294
"Serenity",2005,"Mal","man",10814,0.3720754198,34,34,3294
"Serenity",2005,"Mingo","man",232,0.0079823837,,34,3294
"Serenity",2005,"Mr. Universe","man",750,0.0258051197,27,34,3294
"Serenity",2005,"River","woman",1714,0.0589733003,24,34,3294
"Serenity",2005,"Shepherd Derria","man",708,0.024360033,60,34,3294
"Serenity",2005,"Simon","man",2350,0.0808560418,30,34,3294
"Serenity",2005,"Teacher","woman",428,0.0147261217,35,34,3294
"Serenity",2005,"The Operative","man",4392,0.1511147812,28,34,3294
"Serenity",2005,"Vault Guard","man",130,0.0044728874,,34,3294
"Serenity",2005,"Wash","man",1242,0.0427332783,34,34,3294
"Serenity",2005,"Zo�","woman",2082,0.0716350124,36,34,3294
"The Sessions",2012,"Amanda","woman",184,0.0165706052,,6,3298
"The Sessions",2012,"Carmen","woman",268,0.0241354467,,6,3298
"The Sessions",2012,"Cheryl","woman",2888,0.2600864553,49,6,3298
"The Sessions",2012,"Clerk","man",169,0.0152197406,,6,3298
"The Sessions",2012,"Dr. Laura White","woman",413,0.037193804,39,6,3298
"The Sessions",2012,"Father Brendan","man",1144,0.1030259366,62,6,3298
"The Sessions",2012,"Josh","man",154,0.0138688761,56,6,3298
"The Sessions",2012,"Mark","man",4839,0.4357889049,53,6,3298
"The Sessions",2012,"Rod","man",118,0.0106268012,49,6,3298
"The Sessions",2012,"Susan","woman",305,0.0274675793,43,6,3298
"The Sessions",2012,"Vera","woman",622,0.0560158501,37,6,3298
"Sex and the City",2008,"Anthony Marenti","man",372,0.0122667018,49,185,3300
"Sex and the City",2008,"Auctioneer","woman",144,0.0047484007,,185,3300
"Sex and the City",2008,"Bitsy Von Muffl","woman",114,0.0037591506,54,185,3300
"Sex and the City",2008,"Carrie Bradshaw","woman",11654,0.3842907076,43,185,3300
"Sex and the City",2008,"Charlotte York","woman",2176,0.0717536108,43,185,3300
"Sex and the City",2008,"Elaine'S Friend","man",316,0.0104201016,48,185,3300
"Sex and the City",2008,"Enid Frick","woman",468,0.0154323023,62,185,3300
"Sex and the City",2008,"Harry Goldenbla","man",420,0.0138495021,47,185,3300
"Sex and the City",2008,"Louise","woman",1386,0.0457033569,27,185,3300
"Sex and the City",2008,"Miranda Hobbes","woman",4524,0.1491789224,42,185,3300
"Sex and the City",2008,"Mr. Big","man",2160,0.0712260107,54,185,3300
"Sex and the City",2008,"Real Estate Age","woman",146,0.0048143507,,185,3300
"Sex and the City",2008,"Samantha Jones","woman",4420,0.1457495219,52,185,3300
"Sex and the City",2008,"Smith Jerrod","man",732,0.0241377036,37,185,3300
"Sex and the City",2008,"Stanford Blatch","man",310,0.0102222515,44,185,3300
"Sex and the City",2008,"Steve Brady","man",832,0.0274352041,44,185,3300
"Sex and the City",2008,"Valentine'S Nig","woman",152,0.0050122008,,185,3300
"Sex, Lies, and Videotape",1989,"Ann Bishop Mull","woman",8992,0.378578646,31,54,3301
"Sex, Lies, and Videotape",1989,"Cynthia Patrice","woman",4280,0.180195352,27,54,3301
"Sex, Lies, and Videotape",1989,"Graham Dalton","man",6746,0.2840181879,29,54,3301
"Sex, Lies, and Videotape",1989,"John Mullany","man",3734,0.1572078141,34,54,3301
"Sexual Life",2005,"David","man",1150,0.0636554854,29,,3302
"Sexual Life",2005,"Desk Clerk","man",302,0.016716484,,,3302
"Sexual Life",2005,"Grandmother","woman",1014,0.0561275324,64,,3302
"Sexual Life",2005,"Gwen","woman",2230,0.1234362892,36,,3302
"Sexual Life",2005,"Hotel Manager","man",182,0.0100741725,53,,3302
"Sexual Life",2005,"Jerry","man",1012,0.0560168272,30,,3302
"Sexual Life",2005,"Jerry'S Father","man",252,0.0139488542,56,,3302
"Sexual Life",2005,"Josh","man",1656,0.091663899,43,,3302
"Sexual Life",2005,"Lorna","woman",2696,0.1492305989,24,,3302
"Sexual Life",2005,"Phil","man",310,0.0171593048,36,,3302
"Sexual Life",2005,"Priest","man",372,0.0205911657,60,,3302
"Sexual Life",2005,"Rosalie","woman",948,0.052474261,28,,3302
"Sexual Life",2005,"Sarah","woman",2424,0.1341746928,31,,3302
"Sexual Life",2005,"Terri","woman",630,0.0348721355,30,,3302
"Sexual Life",2005,"Todd","man",2714,0.1502269456,35,,3302
"Sexual Life",2005,"Wedding Planner","woman",174,0.0096313517,,,3302
"Shakespeare in Love",1998,"Dr. Moth","man",340,0.0182913708,49,185,3306
"Shakespeare in Love",1998,"First Boatman","man",208,0.0111900151,36,185,3306
"Shakespeare in Love",1998,"Frees","man",112,0.0060253927,,185,3306
"Shakespeare in Love",1998,"Hugh Fennyman","man",1002,0.0539057456,50,185,3306
"Shakespeare in Love",1998,"Lady De Lesseps","woman",110,0.0059177964,46,185,3306
"Shakespeare in Love",1998,"Lord Wessex","man",1770,0.0952227243,38,185,3306
"Shakespeare in Love",1998,"Makepeace - The","man",218,0.0117279966,,185,3306
"Shakespeare in Love",1998,"Ned Alleyn","man",708,0.0380890897,26,185,3306
"Shakespeare in Love",1998,"Nurse","woman",386,0.0207660856,42,185,3306
"Shakespeare in Love",1998,"Peter - The Sta","man",214,0.011512804,,185,3306
"Shakespeare in Love",1998,"Philip Henslowe","man",2054,0.1105013988,47,185,3306
"Shakespeare in Love",1998,"Queen Elizabeth","woman",1234,0.0663869163,64,185,3306
"Shakespeare in Love",1998,"Richard Burbage","man",734,0.0394878416,37,185,3306
"Shakespeare in Love",1998,"Rosaline","woman",116,0.0062405853,,185,3306
"Shakespeare in Love",1998,"Sam Gosse","man",240,0.0129115558,19,185,3306
"Shakespeare in Love",1998,"Tilney - Master","man",468,0.0251775339,49,185,3306
"Shakespeare in Love",1998,"Viola De Lessep","woman",2818,0.1516031849,26,185,3306
"Shakespeare in Love",1998,"Will Shakespear","man",5856,0.3150419626,28,185,3306
"Shallow Grave",1994,"Alex Law","man",5718,0.5132854578,23,5,3310
"Shallow Grave",1994,"David Stephens","man",2344,0.2104129264,30,5,3310
"Shallow Grave",1994,"Detective Inspe","man",252,0.0226211849,39,5,3310
"Shallow Grave",1994,"Hugo","man",414,0.0371633752,41,5,3310
"Shallow Grave",1994,"Juliet Miller","woman",2012,0.1806104129,28,5,3310
"Shallow Grave",1994,"Lumsden","man",274,0.0245960503,65,5,3310
"Shallow Grave",1994,"Newspaper Edito","man",126,0.0113105925,,5,3310
"Shame",2011,"Brandon","man",2002,0.3204225352,34,4,3313
"Shame",2011,"David","man",2084,0.333546735,33,4,3313
"Shame",2011,"Elizabeth","woman",145,0.0232074264,27,4,3313
"Shame",2011,"Marianne","woman",525,0.0840268886,,4,3313
"Shame",2011,"Sissy","woman",1267,0.2027848912,26,4,3313
"Shame",2011,"Waiter","man",225,0.0360115237,51,4,3313
"Shampoo",1975,"Anjanette","woman",118,0.0047672915,30,,3314
"Shampoo",1975,"Felicia","woman",2090,0.0844376212,50,,3314
"Shampoo",1975,"George","man",7602,0.3071266968,38,,3314
"Shampoo",1975,"Jackie","woman",4244,0.171460892,34,,3314
"Shampoo",1975,"Jill","woman",3090,0.1248383969,30,,3314
"Shampoo",1975,"Johnny Pope","man",940,0.0379767292,35,,3314
"Shampoo",1975,"Lester","man",5190,0.2096800259,55,,3314
"Shampoo",1975,"Mary","woman",286,0.0115546218,,,3314
"Shampoo",1975,"Mr. Pettis","man",448,0.0180995475,43,,3314
"Shampoo",1975,"Norman","man",122,0.0049288946,45,,3314
"Shampoo",1975,"Producer","man",122,0.0049288946,59,,3314
"Shampoo",1975,"Red Dog","man",172,0.0069489334,35,,3314
"Shampoo",1975,"Ricci","man",224,0.0090497738,,,3314
"Shampoo",1975,"Senator East","man",104,0.0042016807,58,,3314
"The Shawshank Redemption",1994,"1946 D.A.","man",637,0.0474876994,47,58,3317
"The Shawshank Redemption",1994,"Andy Dufresne","man",3127,0.2331146563,36,58,3317
"The Shawshank Redemption",1994,"Bogs Diamond","man",143,0.010660504,38,58,3317
"The Shawshank Redemption",1994,"Brooks Hatlen","man",740,0.0551662442,73,58,3317
"The Shawshank Redemption",1994,"Captain Hadley","man",644,0.0480095423,35,58,3317
"The Shawshank Redemption",1994,"Ellis Boyd 'Red","man",5788,0.4314894886,57,58,3317
"The Shawshank Redemption",1994,"Floyd","man",134,0.0099895631,,58,3317
"The Shawshank Redemption",1994,"Heywood","man",619,0.0461458178,44,58,3317
"The Shawshank Redemption",1994,"Tommy","man",311,0.0231847324,27,58,3317
"The Shawshank Redemption",1994,"Warden Norton","man",1271,0.0947517519,49,58,3317
"Shifty",2008,"Chris","man",1437,0.1990029082,30,,3323
"Shifty",2008,"Glen","man",744,0.1030328209,42,,3323
"Shifty",2008,"Jasmine","woman",608,0.0841988644,,,3323
"Shifty",2008,"Malik","man",383,0.0530397452,21,,3323
"Shifty",2008,"Otis","man",106,0.0146794073,25,,3323
"Shifty",2008,"Rez","man",586,0.081152195,41,,3323
"Shifty",2008,"Shifty","man",2623,0.3632460878,26,,3323
"Shifty",2008,"Trevor","man",629,0.0871070489,42,,3323
"Shifty",2008,"Valerie","woman",105,0.0145409223,63,,3323
"The Shining",1980,"Danny Torrance","man",960,0.051167253,7,,3325
"The Shining",1980,"Delbert Grady","man",1066,0.0568169705,56,,3325
"The Shining",1980,"Dick Hallorann","man",2394,0.1275983371,70,,3325
"The Shining",1980,"Doctor","woman",720,0.0383754397,54,,3325
"The Shining",1980,"Forest Ranger #","man",584,0.0311267455,,,3325
"The Shining",1980,"Jack Torrance","man",5348,0.2850442384,43,,3325
"The Shining",1980,"Larry Durkin","man",190,0.0101268521,43,,3325
"The Shining",1980,"Lloyd The Barte","man",234,0.0124720179,53,,3325
"The Shining",1980,"Overlook Hotel ","man",362,0.0192943183,22,,3325
"The Shining",1980,"Stuart Ullman","man",2898,0.1544611449,63,,3325
"The Shining",1980,"Wendy Torrance","woman",4006,0.2135166827,31,,3325
"The Shipping News",2001,"Agnis Hamm","woman",2192,0.1041033435,67,17,3327
"The Shipping News",2001,"Alvin Yark","man",564,0.0267857143,,17,3327
"The Shipping News",2001,"Bayonet Melvill","man",150,0.0071238602,56,17,3327
"The Shipping News",2001,"Beaufield Nutbe","man",1242,0.0589855623,34,17,3327
"The Shipping News",2001,"Billy Pretty","man",418,0.0198518237,71,17,3327
"The Shipping News",2001,"Bunny Quoyle","woman",1086,0.0515767477,,17,3327
"The Shipping News",2001,"Cousin Nolan","man",246,0.0116831307,91,17,3327
"The Shipping News",2001,"Dennis Buggit","man",576,0.0273556231,28,17,3327
"The Shipping News",2001,"Jack Buggit","man",1596,0.0757978723,60,17,3327
"The Shipping News",2001,"Petal","woman",380,0.0180471125,32,17,3327
"The Shipping News",2001,"Quoyle","man",7260,0.3447948328,42,17,3327
"The Shipping News",2001,"Silver Melville","woman",170,0.0080737082,47,17,3327
"The Shipping News",2001,"Tert Card","man",1584,0.0752279635,55,17,3327
"The Shipping News",2001,"Wavey Prowse","woman",3592,0.1705927052,41,17,3327
"Shrek",2001,"Donkey","man",7942,0.3867731567,40,411,3331
"Shrek",2001,"Gingerbread Man","man",178,0.0086685497,33,411,3331
"Shrek",2001,"Lord Farquaad","man",1894,0.092237265,56,411,3331
"Shrek",2001,"Magic Mirror","man",588,0.0286354339,,411,3331
"Shrek",2001,"Princess Fiona","woman",3288,0.1601246713,29,411,3331
"Shrek",2001,"Shrek","man",6644,0.3235609233,38,411,3331
"Shrek the Third",2007,"Artie","man",1206,0.1393897365,26,405,3332
"Shrek the Third",2007,"Donkey","man",1210,0.1398520573,46,405,3332
"Shrek the Third",2007,"Gingerbread Man","man",149,0.0172214517,39,405,3332
"Shrek the Third",2007,"King","man",148,0.0171058715,68,405,3332
"Shrek the Third",2007,"Merlin","man",462,0.0533980583,64,405,3332
"Shrek the Third",2007,"Pinocchio","man",213,0.0246185853,,405,3332
"Shrek the Third",2007,"Prince Charming","man",1208,0.1396208969,48,405,3332
"Shrek the Third",2007,"Princess Fiona","woman",620,0.0716597319,35,405,3332
"Shrek the Third",2007,"Puss In Boots","man",606,0.0700416089,47,405,3332
"Shrek the Third",2007,"Rapunzel","woman",162,0.0187239945,35,405,3332
"Shrek the Third",2007,"Shrek","man",2309,0.266874711,44,405,3332
"Shrek the Third",2007,"Snow White","woman",359,0.0414932963,36,405,3332
"Sideways",2004,"Cammi","woman",230,0.0084242913,32,100,3333
"Sideways",2004,"Christine Ergan","woman",386,0.0141381584,34,100,3333
"Sideways",2004,"Evelyn Berman-S","woman",300,0.010988206,,100,3333
"Sideways",2004,"Gary The Barten","man",272,0.0099626401,36,100,3333
"Sideways",2004,"Jack","man",11020,0.4036334334,44,100,3333
"Sideways",2004,"Maya","woman",3090,0.1131785217,43,100,3333
"Sideways",2004,"Miles","man",10816,0.3961614534,37,100,3333
"Sideways",2004,"Miles'S Buildin","man",116,0.004248773,54,100,3333
"Sideways",2004,"Stephanie","woman",666,0.0243938173,33,100,3333
"Sideways",2004,"Victoria","woman",286,0.010475423,39,100,3333
"Sideways",2004,"Waiter","man",120,0.0043952824,20,100,3333
"The Siege",1998,"Agent Frank Had","man",2444,0.1076462297,45,75,3336
"The Siege",1998,"Anthony 'Hub' H","man",8686,0.3825757576,44,75,3336
"The Siege",1998,"Army General","man",116,0.0051092319,56,75,3336
"The Siege",1998,"Elise Kraft","woman",5456,0.2403100775,40,75,3336
"The Siege",1998,"Fbi Agent Mike ","man",152,0.0066948555,34,75,3336
"The Siege",1998,"Fred Darius","man",152,0.0066948555,38,75,3336
"The Siege",1998,"Ins Official","man",148,0.0065186751,,75,3336
