name,born,died,bornCountry_original,bornCountry_now,bornCity_original,bornCity_now,bornLocation,bornLong,bornLat,bornCoordinates,diedCountry_original,diedCountry_now,diedCity_original,diedCity_now,diedLocation,diedLong,diedLat,diedCoordinates,gender,year,category,motivation,institutionName,institutionCity,institutionCountry
Frits Zernike,1888-07-16,1966-03-10,the Netherlands,the Netherlands,Amsterdam,Amsterdam,"Amsterdam, the Netherlands",4.8951679,52.3702157,"52.3702157, 4.8951679",the Netherlands,the Netherlands,Groningen,Groningen,"Groningen, the Netherlands",6.5665017,53.2193835,"53.2193835, 6.5665017",male,1953,physics,"""for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope""",Groningen University,Groningen,the Netherlands
Nicolaas Bloembergen,1920-03-11,2017-09-05,the Netherlands,the Netherlands,Dordrecht,Dordrecht,"Dordrecht, the Netherlands",4.6900929,51.8132979,"51.8132979, 4.6900929",USA,USA,"Tucson, AZ","Tucson, AZ","Tucson, AZ, USA",-110.9747108,32.2226066,"32.2226066, -110.9747108",male,1981,physics,"""for their contribution to the development of laser spectroscopy""",Harvard University,"Cambridge, MA",USA
Simon van der Meer,1925-11-24,2011-03-04,the Netherlands,the Netherlands,the Hague,the Hague,"the Hague, the Netherlands",4.3006999,52.0704978,"52.0704978, 4.3006999",Switzerland,Switzerland,Geneva,Geneva,"Geneva, Switzerland",6.1431577,46.2043907,"46.2043907, 6.1431577",male,1984,physics,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",CERN,Geneva,Switzerland
Gerardus 't Hooft,1946-07-05,0000-00-00,the Netherlands,the Netherlands,Den Helder,Den Helder,"Den Helder, the Netherlands",4.7607971,52.9562808,"52.9562808, 4.7607971",,,,,,,,,male,1999,physics,"""for elucidating the quantum structure of electroweak interactions in physics""",Utrecht University,Utrecht,the Netherlands
Martinus J.G. Veltman,1931-06-27,0000-00-00,the Netherlands,the Netherlands,Waalwijk,Waalwijk,"Waalwijk, the Netherlands",5.0574822,51.6878954,"51.6878954, 5.0574822",,,,,,,,,male,1999,physics,"""for elucidating the quantum structure of electroweak interactions in physics""",,Bilthoven,the Netherlands
Jacobus Henricus van 't Hoff,1852-08-30,1911-03-01,the Netherlands,the Netherlands,Rotterdam,Rotterdam,"Rotterdam, the Netherlands",4.4777326,51.9244201,"51.9244201, 4.4777326",Germany,Germany,Berlin,Berlin,"Berlin, Germany",13.404954,52.5200066,"52.5200066, 13.404954",male,1901,chemistry,"""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""",Berlin University,Berlin,Germany
Petrus (Peter) Josephus Wilhelmus Debye,1884-03-24,1966-11-02,the Netherlands,the Netherlands,Maastricht,Maastricht,"Maastricht, the Netherlands",5.6909725,50.8513682,"50.8513682, 5.6909725",USA,USA,"Ithaca, NY","Ithaca, NY","Ithaca, NY, USA",-76.5018807,42.4439614,"42.4439614, -76.5018807",male,1936,chemistry,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",Berlin University,Berlin,Germany
Petrus (Peter) Josephus Wilhelmus Debye,1884-03-24,1966-11-02,the Netherlands,the Netherlands,Maastricht,Maastricht,"Maastricht, the Netherlands",5.6909725,50.8513682,"50.8513682, 5.6909725",USA,USA,"Ithaca, NY","Ithaca, NY","Ithaca, NY, USA",-76.5018807,42.4439614,"42.4439614, -76.5018807",male,1936,chemistry,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany
Paul J. Crutzen,1933-12-03,0000-00-00,the Netherlands,the Netherlands,Amsterdam,Amsterdam,"Amsterdam, the Netherlands",4.8951679,52.3702157,"52.3702157, 4.8951679",,,,,,,,,male,1995,chemistry,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",Max-Planck-Institut für Chemie,Mainz,Federal Republic of Germany
Christiaan Eijkman,1858-08-11,1930-11-05,the Netherlands,the Netherlands,Nijkerk,Nijkerk,"Nijkerk, the Netherlands",5.4835625,52.2224835,"52.2224835, 5.4835625",the Netherlands,the Netherlands,Utrecht,Utrecht,"Utrecht, the Netherlands",5.1214201,52.0907374,"52.0907374, 5.1214201",male,1929,medicine,"""for his discovery of the antineuritic vitamin""",Utrecht University,Utrecht,the Netherlands
Nikolaas Tinbergen,1907-04-15,1988-12-21,the Netherlands,the Netherlands,the Hague,the Hague,"the Hague, the Netherlands",4.3006999,52.0704978,"52.0704978, 4.3006999",United Kingdom,United Kingdom,Oxford,Oxford,"Oxford, United Kingdom",-1.2577263,51.7520209,"51.7520209, -1.2577263",male,1973,medicine,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns""",University of Oxford,Oxford,United Kingdom
Tobias Michael Carel Asser,1838-04-28,1913-07-29,the Netherlands,the Netherlands,Amsterdam,Amsterdam,"Amsterdam, the Netherlands",4.8951679,52.3702157,"52.3702157, 4.8951679",the Netherlands,the Netherlands,the Hague,the Hague,"the Hague, the Netherlands",4.3006999,52.0704978,"52.0704978, 4.3006999",male,1911,peace,,,,
Jan Tinbergen,1903-04-12,1994-06-09,the Netherlands,the Netherlands,the Hague,the Hague,"the Hague, the Netherlands",4.3006999,52.0704978,"52.0704978, 4.3006999",the Netherlands,the Netherlands,the Hague,the Hague,"the Hague, the Netherlands",4.3006999,52.0704978,"52.0704978, 4.3006999",male,1969,economics,"""for having developed and applied dynamic models for the analysis of economic processes""",The Netherlands School of Economics,Rotterdam,the Netherlands
Tjalling C. Koopmans,1910-08-28,1985-02-26,the Netherlands,the Netherlands,s Graveland,s Graveland,"s Graveland, the Netherlands",5.1314775,52.2446819,"52.2446819, 5.1314775",USA,USA,"New Haven, CT","New Haven, CT","New Haven, CT, USA",-72.9278835,41.308274,"41.308274, -72.9278835",male,1975,economics,"""for their contributions to the theory of optimum allocation of resources""",Yale University,"New Haven, CT",USA
Bernard L. Feringa,1951-05-18,0000-00-00,the Netherlands,the Netherlands,Barger-Compascuum,Barger-Compascuum,"Barger-Compascuum, the Netherlands",7.0416603,52.7548724,"52.7548724, 7.0416603",,,,,,,,,male,2016,chemistry,"""for the design and synthesis of molecular machines""",University of Groningen,Groningen,the Netherlands
Yuan T. Lee,1936-11-19,0000-00-00,Taiwan,Taiwan,Hsinchu,Hsinchu,"Hsinchu, Taiwan",120.9674798,24.8138287,"24.8138287, 120.9674798",,,,,,,,,male,1986,chemistry,"""for their contributions concerning the dynamics of chemical elementary processes""",University of California,"Berkeley, CA",USA
Charles Edouard Guillaume,1861-02-15,1938-06-13,Switzerland,Switzerland,Fleurier,Fleurier,"Fleurier, Switzerland",6.5808426,46.9023107,"46.9023107, 6.5808426",France,France,Sèvres,Sèvres,"Sèvres, France",2.2109771,48.8212407,"48.8212407, 2.2109771",male,1920,physics,"""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys""",Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France
Felix Bloch,1905-10-23,1983-09-10,Switzerland,Switzerland,Zurich,Zurich,"Zurich, Switzerland",8.541694,47.3768866,"47.3768866, 8.541694",Switzerland,Switzerland,Zurich,Zurich,"Zurich, Switzerland",8.541694,47.3768866,"47.3768866, 8.541694",male,1952,physics,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",Stanford University,"Stanford, CA",USA
Heinrich Rohrer,1933-06-06,2013-05-16,Switzerland,Switzerland,Buchs,Buchs,"Buchs, Switzerland",9.4708594,47.1655403,"47.1655403, 9.4708594",Switzerland,Switzerland,Wollerau,Wollerau,"Wollerau, Switzerland",8.71338,47.19717,"47.19717, 8.71338",male,1986,physics,"""for their design of the scanning tunneling microscope""",IBM Zurich Research Laboratory,Rüschlikon,Switzerland
K. Alexander Müller,1927-04-20,0000-00-00,Switzerland,Switzerland,Basel,Basel,"Basel, Switzerland",7.5885761,47.5595986,"47.5595986, 7.5885761",,,,,,,,,male,1987,physics,"""for their important break-through in the discovery of superconductivity in ceramic materials""",IBM Zurich Research Laboratory,Rüschlikon,Switzerland
Richard R. Ernst,1933-08-14,0000-00-00,Switzerland,Switzerland,Winterthur,Winterthur,"Winterthur, Switzerland",8.7236889,47.4988196,"47.4988196, 8.7236889",,,,,,,,,male,1991,chemistry,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
Emil Theodor Kocher,1841-08-25,1917-07-27,Switzerland,Switzerland,Berne,Berne,"Berne, Switzerland",7.4474468,46.9479739,"46.9479739, 7.4474468",Switzerland,Switzerland,Berne,Berne,"Berne, Switzerland",7.4474468,46.9479739,"46.9479739, 7.4474468",male,1909,medicine,"""for his work on the physiology, pathology and surgery of the thyroid gland""",Berne University,Berne,Switzerland
Paul Hermann Müller,1899-01-12,1965-10-12,Switzerland,Switzerland,Olten,Olten,"Olten, Switzerland",7.9037034,47.3499624,"47.3499624, 7.9037034",Switzerland,Switzerland,Basel,Basel,"Basel, Switzerland",7.5885761,47.5595986,"47.5595986, 7.5885761",male,1948,medicine,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland
Walter Rudolf Hess,1881-03-17,1973-08-12,Switzerland,Switzerland,Frauenfeld,Frauenfeld,"Frauenfeld, Switzerland",8.8987541,47.5535997,"47.5535997, 8.8987541",Switzerland,Switzerland,Ascona,Ascona,"Ascona, Switzerland",8.7750131,46.1615793,"46.1615793, 8.7750131",male,1949,medicine,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",University of Zurich,Zurich,Switzerland
Daniel Bovet,1907-03-23,1992-04-08,Switzerland,Switzerland,Neuchâtel,Neuchâtel,"Neuchâtel, Switzerland",6.9292732,46.9899874,"46.9899874, 6.9292732",Italy,Italy,Rome,Rome,"Rome, Italy",12.4963655,41.9027835,"41.9027835, 12.4963655",male,1957,medicine,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""",Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy
Werner Arber,1929-06-03,0000-00-00,Switzerland,Switzerland,Gränichen,Gränichen,"Gränichen, Switzerland",8.0980292,47.3621015,"47.3621015, 8.0980292",,,,,,,,,male,1978,medicine,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",Biozentrum der Universität,Basel,Switzerland
Rolf M. Zinkernagel,1944-01-06,0000-00-00,Switzerland,Switzerland,Basel,Basel,"Basel, Switzerland",7.5885761,47.5595986,"47.5595986, 7.5885761",,,,,,,,,male,1996,medicine,"""for their discoveries concerning the specificity of the cell mediated immune defence""","University of Zurich, Institute of Experimental Immunology",Zurich,Switzerland
Jean Henry Dunant,1828-05-08,1910-10-30,Switzerland,Switzerland,Geneva,Geneva,"Geneva, Switzerland",6.1431577,46.2043907,"46.2043907, 6.1431577",Switzerland,Switzerland,Heiden,Heiden,"Heiden, Switzerland",9.5319772,47.4440576,"47.4440576, 9.5319772",male,1901,peace,,,,
Élie Ducommun,1833-02-19,1906-12-07,Switzerland,Switzerland,Geneva,Geneva,"Geneva, Switzerland",6.1431577,46.2043907,"46.2043907, 6.1431577",Switzerland,Switzerland,Bern,Bern,"Bern, Switzerland",7.4474468,46.9479739,"46.9479739, 7.4474468",male,1902,peace,,,,
Charles Albert Gobat,1843-05-21,1914-03-16,Switzerland,Switzerland,Tramelan,Tramelan,"Tramelan, Switzerland",7.102975,47.2235029,"47.2235029, 7.102975",Switzerland,Switzerland,Bern,Bern,"Bern, Switzerland",7.4474468,46.9479739,"46.9479739, 7.4474468",male,1902,peace,,,,
Carl Friedrich Georg Spitteler,1845-04-24,1924-12-29,Switzerland,Switzerland,Liestal,Liestal,"Liestal, Switzerland",7.7334272,47.4866143,"47.4866143, 7.7334272",Switzerland,Switzerland,Lucerne,Lucerne,"Lucerne, Switzerland",8.3093072,47.0501682,"47.0501682, 8.3093072",male,1919,literature,"""in special appreciation of his epic, <I>Olympian Spring</I>""",,,
Kurt Wüthrich,1938-10-04,0000-00-00,Switzerland,Switzerland,Aarberg,Aarberg,"Aarberg, Switzerland",7.2751012,47.0420553,"47.0420553, 7.2751012",,,,,,,,,male,2002,chemistry,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
Kurt Wüthrich,1938-10-04,0000-00-00,Switzerland,Switzerland,Aarberg,Aarberg,"Aarberg, Switzerland",7.2751012,47.0420553,"47.0420553, 7.2751012",,,,,,,,,male,2002,chemistry,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",The Scripps Research Institute,"La Jolla, CA",USA
Jacques Dubochet,1942-06-08,0000-00-00,Switzerland,Switzerland,Aigle,Aigle,"Aigle, Switzerland",6.970566,46.3190253,"46.3190253, 6.970566",,,,,,,,,male,2017,chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",University of Lausanne,Lausanne,Switzerland
Nils Gustaf Dalén,1869-11-30,1937-12-09,Sweden,Sweden,Stenstorp,Stenstorp,"Stenstorp, Sweden",13.7142087,58.2740016,"58.2740016, 13.7142087",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1912,physics,"""for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys""",Swedish Gas-Accumulator Co.,Lidingö-Stockholm,Sweden
Karl Manne Georg Siegbahn,1886-12-03,1978-09-26,Sweden,Sweden,Örebro,Örebro,"Örebro, Sweden",15.2134105,59.2752626,"59.2752626, 15.2134105",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1924,physics,"""for his discoveries and research in the field of X-ray spectroscopy""",Uppsala University,Uppsala,Sweden
Hannes Olof Gösta Alfvén,1908-05-30,1995-04-02,Sweden,Sweden,Norrköping,Norrköping,"Norrköping, Sweden",16.192421,58.587745,"58.587745, 16.192421",Sweden,Sweden,Djursholm,Djursholm,"Djursholm, Sweden",18.0903005,59.3970725,"59.3970725, 18.0903005",male,1970,physics,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",Royal Institute of Technology,Stockholm,Sweden
Kai M. Siegbahn,1918-04-20,2007-07-20,Sweden,Sweden,Lund,Lund,"Lund, Sweden",13.1910073,55.7046601,"55.7046601, 13.1910073",Sweden,Sweden,Ängelholm,Ängelholm,"Ängelholm, Sweden",12.8638809,56.245748,"56.245748, 12.8638809",male,1981,physics,"""for his contribution to the development of high-resolution electron spectroscopy""",Uppsala University,Uppsala,Sweden
Svante August Arrhenius,1859-02-19,1927-10-02,Sweden,Sweden,Vik,Vik,"Vik, Sweden",14.2851622,55.6144259,"55.6144259, 14.2851622",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1903,chemistry,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",Stockholm University,Stockholm,Sweden
The (Theodor) Svedberg,1884-08-30,1971-02-25,Sweden,Sweden,Fleräng,Fleräng,"Fleräng, Sweden",,,,Sweden,Sweden,Örebro,Örebro,"Örebro, Sweden",15.2134105,59.2752626,"59.2752626, 15.2134105",male,1926,chemistry,"""for his work on disperse systems""",Uppsala University,Uppsala,Sweden
Arne Wilhelm Kaurin Tiselius,1902-08-10,1971-10-29,Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",Sweden,Sweden,Uppsala,Uppsala,"Uppsala, Sweden",17.6389267,59.8585638,"59.8585638, 17.6389267",male,1948,chemistry,"""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins""",Uppsala University,Uppsala,Sweden
Allvar Gullstrand,1862-06-05,1930-07-28,Sweden,Sweden,Landskrona,Landskrona,"Landskrona, Sweden",12.8300802,55.8703477,"55.8703477, 12.8300802",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1911,medicine,"""for his work on the dioptrics of the eye""",Uppsala University,Uppsala,Sweden
Axel Hugo Theodor Theorell,1903-07-06,1982-08-15,Sweden,Sweden,Linköping,Linköping,"Linköping, Sweden",15.6213728,58.410807,"58.410807, 15.6213728",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1955,medicine,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""","Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden
Ulf von Euler,1905-02-07,1983-03-09,Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1970,medicine,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",Karolinska Institutet,Stockholm,Sweden
Torsten N. Wiesel,1924-06-03,0000-00-00,Sweden,Sweden,Uppsala,Uppsala,"Uppsala, Sweden",17.6389267,59.8585638,"59.8585638, 17.6389267",,,,,,,,,male,1981,medicine,"""for their discoveries concerning information processing in the visual system""",Harvard Medical School,"Boston, MA",USA
Sune K. Bergström,1916-01-10,2004-08-15,Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1982,medicine,"""for their discoveries concerning prostaglandins and related biologically active substances""",Karolinska Institutet,Stockholm,Sweden
Bengt I. Samuelsson,1934-05-21,0000-00-00,Sweden,Sweden,Halmstad,Halmstad,"Halmstad, Sweden",12.8577885,56.6743748,"56.6743748, 12.8577885",,,,,,,,,male,1982,medicine,"""for their discoveries concerning prostaglandins and related biologically active substances""",Karolinska Institutet,Stockholm,Sweden
Klas Pontus Arnoldson,1844-10-27,1916-02-20,Sweden,Sweden,Gothenburg,Gothenburg,"Gothenburg, Sweden",11.97456,57.70887,"57.70887, 11.97456",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1908,peace,,,,
Karl Hjalmar Branting,1860-11-23,1925-02-24,Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1921,peace,,,,
Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,1931-07-12,Sweden,Sweden,Trönö,Trönö,"Trönö, Sweden",16.8336652,61.3965122,"61.3965122, 16.8336652",Sweden,Sweden,Uppsala,Uppsala,"Uppsala, Sweden",17.6389267,59.8585638,"59.8585638, 17.6389267",male,1930,peace,,,,
Alva Myrdal,1902-01-31,1986-02-01,Sweden,Sweden,Uppsala,Uppsala,"Uppsala, Sweden",17.6389267,59.8585638,"59.8585638, 17.6389267",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",female,1982,peace,,,,
Selma Ottilia Lovisa Lagerlöf,1858-11-20,1940-03-16,Sweden,Sweden,Mårbacka,Mårbacka,"Mårbacka, Sweden",13.2337095,59.7805167,"59.7805167, 13.2337095",Sweden,Sweden,Mårbacka,Mårbacka,"Mårbacka, Sweden",13.2337095,59.7805167,"59.7805167, 13.2337095",female,1909,literature,"""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",,,
Carl Gustaf Verner von Heidenstam,1859-07-06,1940-05-20,Sweden,Sweden,Olshammar,Olshammar,"Olshammar, Sweden",14.7980293,58.7536282,"58.7536282, 14.7980293",Sweden,Sweden,Övralid,Övralid,"Övralid, Sweden",15.2515932,58.6592423,"58.6592423, 15.2515932",male,1916,literature,"""in recognition of his significance as the leading representative of a new era in our literature""",,,
Erik Axel Karlfeldt,1864-07-20,1931-04-08,Sweden,Sweden,Karlbo,Karlbo,"Karlbo, Sweden",16.2400417,60.1200174,"60.1200174, 16.2400417",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1931,literature,"""The poetry of Erik Axel Karlfeldt""",,,
Pär Fabian Lagerkvist,1891-05-23,1974-07-11,Sweden,Sweden,Växjö,Växjö,"Växjö, Sweden",14.8058523,56.8790044,"56.8790044, 14.8058523",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1951,literature,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",,,
Eyvind Johnson,1900-07-29,1976-08-25,Sweden,Sweden,Svartbjörnsbyn,Svartbjörnsbyn,"Svartbjörnsbyn, Sweden",,,,Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1974,literature,"""for a narrative art, far-seeing in lands and ages, in the service of freedom""",,,
Harry Martinson,1904-05-06,1978-02-11,Sweden,Sweden,Jämshög,Jämshög,"Jämshög, Sweden",14.5308835,56.2403103,"56.2403103, 14.5308835",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1974,literature,"""for writings that catch the dewdrop and reflect the cosmos""",,,
Gunnar Myrdal,1898-12-06,1987-05-17,Sweden,Sweden,Skattungbyn,Skattungbyn,"Skattungbyn, Sweden",14.8531629,61.1866825,"61.1866825, 14.8531629",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,1974,economics,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena""",,,
Bertil Ohlin,1899-04-23,1979-08-03,Sweden,Sweden,Klippan,Klippan,"Klippan, Sweden",13.1290409,56.1348998,"56.1348998, 13.1290409",Sweden,Sweden,Vålådalen,Vålådalen,"Vålådalen, Sweden",12.966372,63.1483566,"63.1483566, 12.966372",male,1977,economics,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",Stockholm School of Economics,Stockholm,Sweden
Arvid Carlsson,1923-01-25,0000-00-00,Sweden,Sweden,Uppsala,Uppsala,"Uppsala, Sweden",17.6389267,59.8585638,"59.8585638, 17.6389267",,,,,,,,,male,2000,medicine,"""for their discoveries concerning signal transduction in the nervous system""",Göteborg University,Gothenburg,Sweden
Tomas Tranströmer,1931-04-15,2015-03-26,Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",male,2011,literature,"""because, through his condensed, translucent images, he gives us fresh access to reality""",,,
Tomas Lindahl,1938-01-28,0000-00-00,Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",,,,,,,,,male,2015,chemistry,"""for mechanistic studies of DNA repair""",Francis Crick Institute,Hertfordshire,United Kingdom
Tomas Lindahl,1938-01-28,0000-00-00,Sweden,Sweden,Stockholm,Stockholm,"Stockholm, Sweden",18.0685808,59.3293235,"59.3293235, 18.0685808",,,,,,,,,male,2015,chemistry,"""for mechanistic studies of DNA repair""",Clare Hall Laboratory,Hertfordshire,United Kingdom
Santiago Ramón y Cajal,1852-05-01,1934-10-17,Spain,Spain,Petilla de Aragón,Petilla de Aragón,"Petilla de Aragón, Spain",-1.0924468,42.4614395,"42.4614395, -1.0924468",Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",male,1906,medicine,"""in recognition of their work on the structure of the nervous system""",Madrid University,Madrid,Spain
Severo Ochoa,1905-09-24,1993-11-01,Spain,Spain,Luarca,Luarca,"Luarca, Spain",-6.536124,43.5419932,"43.5419932, -6.536124",Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",male,1959,medicine,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""","New York University, College of Medicine","New York, NY",USA
José Echegaray y Eizaguirre,1832-04-19,1916-09-04,Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",male,1904,literature,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",,,
Jacinto Benavente,1866-08-12,1954-07-14,Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",male,1922,literature,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",,,
Juan Ramón Jiménez,1881-12-24,1958-05-29,Spain,Spain,Moguer,Moguer,"Moguer, Spain",-6.8369079,37.27464,"37.27464, -6.8369079",Puerto Rico,Puerto Rico,San Juan,San Juan,"San Juan, Puerto Rico",-66.1057355,18.4655394,"18.4655394, -66.1057355",male,1956,literature,"""for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity""",,,
Vicente Aleixandre,1898-04-26,1984-12-14,Spain,Spain,Sevilla,Sevilla,"Sevilla, Spain",-5.9844589,37.3890924,"37.3890924, -5.9844589",Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",male,1977,literature,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",,,
Camilo José Cela,1916-05-11,2002-01-17,Spain,Spain,Iria Flavia,Iria Flavia,"Iria Flavia, Spain",-8.6555896,42.7459331,"42.7459331, -8.6555896",Spain,Spain,Madrid,Madrid,"Madrid, Spain",-3.7037902,40.4167754,"40.4167754, -3.7037902",male,1989,literature,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",,,
Max Theiler,1899-01-30,1972-08-11,South Africa,South Africa,Pretoria,Pretoria,"Pretoria, South Africa",28.2292712,-25.7478676,"-25.7478676, 28.2292712",USA,USA,"New Haven, CT","New Haven, CT","New Haven, CT, USA",-72.9278835,41.308274,"41.308274, -72.9278835",male,1951,medicine,"""for his discoveries concerning yellow fever and how to combat it""","Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY",USA
Allan M. Cormack,1924-02-23,1998-05-07,South Africa,South Africa,Johannesburg,Johannesburg,"Johannesburg, South Africa",28.0473051,-26.2041028,"-26.2041028, 28.0473051",USA,USA,"Winchester, MA","Winchester, MA","Winchester, MA, USA",-71.1369959,42.452303,"42.452303, -71.1369959",male,1979,medicine,"""for the development of computer assisted tomography""",Tufts University,"Medford, MA",USA
Desmond Mpilo Tutu,1931-10-07,0000-00-00,South Africa,South Africa,Klerksdorp,Klerksdorp,"Klerksdorp, South Africa",26.6317514,-26.8598225,"-26.8598225, 26.6317514",,,,,,,,,male,1984,peace,,,,
