page,lowercase,pos,count,book,year,story
138,stood,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,street,NNP,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,string,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,sun,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,talk,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,talking,VBG,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,teach,VB,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,ten,CD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,than,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,that,DT,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,that,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,the,DT,10,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,their,PRP$,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,them,PRP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,think,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,thinkin,VBG,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,thinking,VBG,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,three,CD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,to,TO,11,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,told,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,trick,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,tuesday,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,twenty-four,CD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,two,CD,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,up,RP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,visit,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,wants,VBZ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,was,VBD,7,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,washington,NNP,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,way,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,we,PRP,6,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,weeks,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,what,WP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,where,WRB,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,who,WP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,whom,WP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,will,MD,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,williams,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,window,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,with,IN,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,wo,MD,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,word,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,words,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,you,PRP,6,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,yourself,PRP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,ysirs,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,~,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
138,■,SYM,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,',',7,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,m,VBP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,s,POS,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,s,PRP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,",",",",20,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,0,0,19,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,1,CD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,10000,CD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,14th,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,20,CD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,?,0,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,^,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,``,``,7,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,a,DT,14,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,abhored,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,after,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,all,PDT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,always,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,anacostia,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,and,CC,12,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,any,DT,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,anyone,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,arranged,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,arrived,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,at,IN,5,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,aware,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,back,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,back,RB,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,back,RP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,backing,VBG,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,be,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,because,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,been,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,before,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,began,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,being,VBG,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,birthday,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,bought,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,box,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,brought,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,buckingham,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,building,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,but,CC,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,by,IN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,calls,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,catered,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,center,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,changed,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,chest,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,choosing,VBG,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,connections,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,counter,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,current,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,da,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,day,NN,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,dead,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,desk,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,despite,IN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,do,VBP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,down,RP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,drawers,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,dutiful,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,each,DT,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,eager,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,enough,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,every,DT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,far,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,father,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,finally,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,fireproof,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,five,CD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,flowers,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,fold,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,folded,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,for,IN,7,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,friends,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,from,IN,5,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,furious,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,get,VB,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,give,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,go,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,good,JJ,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,had,VBD,5,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,hand-written,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,happened,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,happy,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,have,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,hazel,NNP,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,he,PRP,14,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,held,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,hell,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,her,PRP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,her,PRP$,5,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,here,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,hey,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,him,PRP,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,his,PRP$,7,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,horrible,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,house,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,how,WRB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,hurried,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,i,PRP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,important,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,in,IN,7,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,instead,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,into,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,is,VBZ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,johns,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,just,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,keep,VBP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,kept,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,killed,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,kitchen,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,known,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,l,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,late,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,learned,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,least,JJS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,lemonade,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,let,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,letter,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,letters,NNS,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,like,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,living,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,long,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,lost,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,maddie,NNP,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,madeleine,NNP,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,man,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,many,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,men,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,month,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,months,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,most,RBS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,mother,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,mother,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,motherfucker,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,much,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,n't,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,never,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,no,DT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,not,RB,5,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,of,IN,7,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,often,RB,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,on,IN,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,once,RB,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,only,RB,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,or,CC,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,other,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,own,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,paid,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,party,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,pay,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,people,NNS,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,photographs,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,pitcher,NN,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,place,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,position,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,prostitutes,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,received,VBD,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,reconcile,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,reconciliation,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,refilling,VBG,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,refused,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,regularly,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,released,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,reply,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,return,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,room,NN,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,roomed,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,said,VBD,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,sam,NNP,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,samuel,NNP,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,she,PRP,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,sheets,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,sign,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,since,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,sliding,VBG,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,small,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,so,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,some,DT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,something,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,son,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,spend,VBP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,stopped,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,sunday,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,talk,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,telephone,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,that,DT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,that,IN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,that,WDT,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,the,DT,18,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,their,PRP$,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,they,PRP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,this,DT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,though,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,three,CD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,through,IN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,time,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,times,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,to,TO,14,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,together,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,told,VBN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,took,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,top,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,twice,RB,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,two-hour,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,us,PRP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,vase,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,was,VBD,5,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,way,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,week,NN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,weeks,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,when,WRB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,where,WRB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,which,WDT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,who,WP,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,whore,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,why,WRB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,wife,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,with,IN,5,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,worked,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,world,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,would,MD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,write,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,writing,VBG,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,wrote,VBD,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,years,NNS,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
139,you,PRP,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,,',2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,',',12,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,d,MD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,ll,MD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,m,VBP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,s,POS,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,s,VBZ,6,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,",",",",29,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,--,:,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,0,0,30,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,?,0,5,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,`,``,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,``,``,12,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,a,DT,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,about,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,act,VBP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,addition,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,adults,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,afraid,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,after,IN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,again,RB,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,ai,VBP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,all,DT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,always,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,and,CC,13,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,anyone,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,apartment,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,are,VBP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,arm,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,as,IN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,ask,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,at,IN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,away,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,baby,NN,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,backyard,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,batter,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,became,VBD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,because,IN,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,become,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,becomes,VBZ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,been,VBN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,before,IN,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,blood,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,bo,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,bottle-fed,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,break,VB,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,breast,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,burp,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,but,CC,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,ca,MD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,can,MD,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,chair,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,comfortable,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,comfortably,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,condensation,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,considering,VBG,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,cookie,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,could,MD,4,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,credit,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,curtains,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,curtis,NNP,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,day,NN,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,did,VBD,3,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,do,VBP,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,each,DT,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,easy,JJ,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,eat,VB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,else,RB,2,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,envelopes,NNS,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,even,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,ever,RB,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
140,every,DT,1,Lost in the city : stories /,1993,07: The Sunday Following Mother's Day
