story,lowercase,pos,count
05: The Store,operating,VBG,1
05: The Store,opportunity,NNP,1
05: The Store,or,CC,36
05: The Store,orange,NN,2
05: The Store,order,NN,1
05: The Store,ordering,VBG,1
05: The Store,orfat,VBZ,1
05: The Store,other,JJ,11
05: The Store,others,NNS,2
05: The Store,ou,NN,2
05: The Store,oughta,VBP,1
05: The Store,our,PRP$,10
05: The Store,out,IN,17
05: The Store,out,RB,3
05: The Store,out,RP,44
05: The Store,outfit,NN,1
05: The Store,outside,IN,1
05: The Store,over,IN,18
05: The Store,over,RP,3
05: The Store,overrun,NN,1
05: The Store,owed,VBD,1
05: The Store,own,JJ,10
05: The Store,own,VBP,1
05: The Store,owner,NN,3
05: The Store,p,NN,4
05: The Store,pack,NN,1
05: The Store,package,NN,1
05: The Store,page,NN,3
05: The Store,pages,NNS,1
05: The Store,paid,VBD,2
05: The Store,paid,VBN,1
05: The Store,pained,JJ,1
05: The Store,painful,JJ,1
05: The Store,paint,NN,4
05: The Store,pallet,NN,2
05: The Store,pants,NNS,1
05: The Store,paper,NN,5
05: The Store,parading,VBG,2
05: The Store,parents,NNS,6
05: The Store,park,NN,1
05: The Store,parked,VBD,1
05: The Store,parked,VBN,1
05: The Store,part,NN,3
05: The Store,part-time,JJ,1
05: The Store,parted,VBD,1
05: The Store,parted,VBN,1
05: The Store,particularly,RB,2
05: The Store,parts,NNS,3
05: The Store,party,NN,1
05: The Store,pass,VBP,1
05: The Store,passed,VBD,3
05: The Store,passed,VBN,1
05: The Store,passionate,JJ,1
05: The Store,past,IN,2
05: The Store,past,JJ,5
05: The Store,pat,NNP,3
05: The Store,patch-up,NN,1
05: The Store,patricia,NNP,8
05: The Store,patriciai,NN,1
05: The Store,pattersontjtold,NNP,1
05: The Store,pay,NN,7
05: The Store,pay,VB,1
05: The Store,paying,VBG,1
05: The Store,pays,VBZ,1
05: The Store,peach,NNP,1
05: The Store,peculiar,JJ,1
05: The Store,peeing,VBG,1
05: The Store,peeling,VBG,1
05: The Store,pen,NN,1
05: The Store,pencil,NN,1
05: The Store,penelope,NNP,2
05: The Store,pennies,NNS,1
05: The Store,pennsylvania,NNP,1
05: The Store,penny,NN,13
05: The Store,penny,NNP,44
05: The Store,people,NNS,21
05: The Store,peoples,NNPS,1
05: The Store,perfect,JJ,1
05: The Store,perfectly,RB,1
05: The Store,perhaps,RB,6
05: The Store,permanenjjevery,NN,1
05: The Store,permanent,JJ,1
05: The Store,persist,VB,1
05: The Store,person,NN,2
05: The Store,personal,JJ,1
05: The Store,pete,NNP,1
05: The Store,petting,NN,1
05: The Store,phe,NN,1
05: The Store,phone,NN,3
05: The Store,picked,VBD,1
05: The Store,picture,NN,8
05: The Store,pictures,NNS,6
05: The Store,piece,NN,2
05: The Store,pieces,NNS,2
05: The Store,pills,NNS,1
05: The Store,pissed,VBD,1
05: The Store,pisses,VBZ,1
05: The Store,placate,VB,1
05: The Store,place,NN,20
05: The Store,place,NNP,1
05: The Store,planned,VBD,2
05: The Store,planned,VBN,1
05: The Store,plate,NN,1
05: The Store,play,VB,1
05: The Store,playful,JJ,1
05: The Store,playground,NN,1
05: The Store,playing,VBG,1
05: The Store,pleasant,JJ,1
05: The Store,please,VB,1
05: The Store,pocket,NN,1
05: The Store,pocketbook,NN,1
05: The Store,pockets,NNS,1
05: The Store,poem,NN,1
05: The Store,point,NN,1
05: The Store,pointed,VBD,3
05: The Store,poke,VB,1
05: The Store,police,NN,4
05: The Store,police,NNS,1
05: The Store,polish,NN,1
05: The Store,pool,NN,1
05: The Store,popsicles,NNPS,1
05: The Store,pork,NN,3
05: The Store,possible,JJ,3
05: The Store,post,NN,1
05: The Store,potatoej,NN,1
05: The Store,pound,NN,1
05: The Store,pounding,VBG,1
05: The Store,powder,NN,3
05: The Store,practically,RB,1
05: The Store,practice,VB,2
05: The Store,praised,VBD,1
05: The Store,praises,VBZ,1
05: The Store,prayed,VBD,1
05: The Store,precinct,NN,2
05: The Store,precisely,RB,1
05: The Store,pregnant,JJ,1
05: The Store,prenda,NNP,1
05: The Store,prepared,VBN,1
05: The Store,pressing,VBG,1
05: The Store,pretty,RB,2
05: The Store,price,NN,2
05: The Store,principal,JJ,1
05: The Store,printers,NNS,1
05: The Store,printing,NN,1
05: The Store,printing,NNP,1
05: The Store,privates,NNS,1
05: The Store,probably,RB,1
05: The Store,problem,NN,1
05: The Store,product,NN,3
05: The Store,program,NN,1
05: The Store,promised,VBD,2
05: The Store,proper,JJ,1
05: The Store,proud,NN,1
05: The Store,provide,VB,3
05: The Store,public,JJ,1
05: The Store,puddin,NNP,3
05: The Store,pull,VB,3
05: The Store,pulled,VBD,4
05: The Store,pump,NN,4
05: The Store,punk,NN,2
05: The Store,punks,NNS,1
05: The Store,purchase,NN,1
05: The Store,purchases,NNS,2
05: The Store,purpose,NN,1
05: The Store,purposely,RB,1
05: The Store,push,VB,2
05: The Store,pushed,VBD,2
05: The Store,pussys,NNS,1
05: The Store,put,VB,5
05: The Store,put,VBD,4
05: The Store,put,VBN,1
05: The Store,putting,VBG,1
05: The Store,pvcept,JJ,1
05: The Store,q,NNP,1
05: The Store,qnrrp,NN,1
05: The Store,question,NN,1
05: The Store,questions,NNS,4
05: The Store,quickly,RB,1
05: The Store,quiet,JJ,1
05: The Store,quite,RB,3
05: The Store,r,NN,4
05: The Store,radiant,JJ,1
05: The Store,radio,NN,1
05: The Store,raise,NN,4
05: The Store,rake,NN,1
05: The Store,ran,VBD,4
05: The Store,ranger,NNP,1
05: The Store,rare,JJ,1
05: The Store,rarely,RB,3
05: The Store,rate,NN,1
05: The Store,rattling,VBG,2
05: The Store,ray,NN,1
05: The Store,rc,NNP,1
05: The Store,reached,VBD,1
05: The Store,read,VB,4
05: The Store,read,VBP,2
05: The Store,reading,NN,1
05: The Store,reading,VBG,3
05: The Store,ready,JJ,3
05: The Store,real,JJ,4
05: The Store,realized,VBD,4
05: The Store,really,RB,1
05: The Store,rearranged,VBN,1
05: The Store,rearranging,VBG,1
05: The Store,reason,NN,2
05: The Store,recall,VB,1
05: The Store,reckless,JJ,1
05: The Store,recognized,VBD,2
05: The Store,records,NNS,1
05: The Store,recover,VB,1
05: The Store,red,JJ,3
05: The Store,reddened,VBD,1
05: The Store,redoing,VBG,1
05: The Store,reduced,VBN,1
05: The Store,reeaal,JJ,1
05: The Store,refused,VBN,1
05: The Store,register,NN,5
05: The Store,regular,JJ,1
05: The Store,rehearsal,NN,1
05: The Store,rejection,NN,1
05: The Store,relations,NNS,1
05: The Store,relationship,NN,1
05: The Store,religion,NN,1
05: The Store,remember,VB,4
05: The Store,remember,VBP,1
05: The Store,remembered,VBD,1
05: The Store,rememhpr,VBP,1
05: The Store,reminding,VBG,1
05: The Store,renovations,NNS,1
05: The Store,rent,VB,1
05: The Store,reorder,VB,1
05: The Store,rep,NN,1
05: The Store,repaint,VB,1
05: The Store,repainting,VBG,1
05: The Store,repair,NN,1
05: The Store,repairman,NN,1
05: The Store,repeated,VBD,1
05: The Store,replace,VB,1
05: The Store,replaced,VBD,1
05: The Store,reserve,NN,1
05: The Store,resettle,VB,1
05: The Store,response,NN,2
05: The Store,rest,NN,5
05: The Store,restocked,VBD,1
05: The Store,resume,VB,1
05: The Store,retire,VB,1
05: The Store,retirement,NN,1
05: The Store,retreat,VB,1
05: The Store,return,NN,2
05: The Store,revelation,NN,1
05: The Store,revive,VB,1
05: The Store,reward,NN,1
05: The Store,right,JJ,2
05: The Store,right,NN,1
05: The Store,right,RB,5
05: The Store,river,NN,1
05: The Store,rmy,NN,1
05: The Store,rnjirh,VBP,1
05: The Store,rnp,NN,1
05: The Store,road,NNP,1
05: The Store,rolled,VBN,1
05: The Store,rollers,NNPS,1
05: The Store,rolling,JJ,1
05: The Store,rolls,NNS,1
05: The Store,roof,NN,1
05: The Store,room,NN,9
05: The Store,roperroregnant,NN,1
05: The Store,rose,VBD,1
05: The Store,rtllirft,NN,1
05: The Store,rubber,NN,2
05: The Store,rubbers,NNS,1
05: The Store,rubbing,VBG,1
05: The Store,run,NN,1
05: The Store,run,VB,3
05: The Store,runnin,VBP,1
05: The Store,running,VBG,2
05: The Store,rushed,VBD,1
05: The Store,s,NNS,1
05: The Store,s,PRP,1
05: The Store,s,VBZ,1
05: The Store,sabe,NNP,1
05: The Store,sacjifire,NN,1
05: The Store,safe,JJ,3
05: The Store,safely,RB,2
05: The Store,said,VBD,74
05: The Store,said,VBN,5
05: The Store,same,JJ,8
05: The Store,sand,NN,1
05: The Store,sandwich,NN,1
05: The Store,sandwiches,NNS,1
05: The Store,sat,VBD,4
05: The Store,satisfaction,NN,2
05: The Store,satisfied,VBN,1
05: The Store,satisfy,VB,2
05: The Store,satisfying,VBG,1
05: The Store,saturday,NNP,5
05: The Store,saw,VBD,9
05: The Store,sawmill,NN,1
05: The Store,say,VB,15
05: The Store,say,VBP,1
05: The Store,saying,VBG,6
05: The Store,scene,NN,1
05: The Store,school,NN,3
05: The Store,school,NNP,1
05: The Store,schoolchildren,NNS,1
05: The Store,scout,NN,1
05: The Store,scraping,VBG,1
05: The Store,script,NN,1
05: The Store,scurried,VBD,1
05: The Store,season,NN,1
05: The Store,second,JJ,7
05: The Store,second-guessing,NN,1
05: The Store,second-hand,JJ,1
05: The Store,seconds,NNS,1
05: The Store,secret,JJ,1
05: The Store,secretary,NN,1
05: The Store,section,NN,1
05: The Store,see,VB,24
05: The Store,seeking,VBG,1
05: The Store,seem,VB,1
05: The Store,seemed,VBD,11
05: The Store,seen,VBN,3
05: The Store,sell,VB,1
05: The Store,seller,NN,1
05: The Store,selling,VBG,2
05: The Store,senators,NNPS,1
05: The Store,send,VB,1
05: The Store,sense,NN,2
05: The Store,sent,VBD,1
05: The Store,separate,JJ,2
05: The Store,separated,VBN,2
05: The Store,september,NNP,1
05: The Store,seriousness,NN,1
05: The Store,served,VBD,2
05: The Store,set,VB,4
05: The Store,set,VBD,1
05: The Store,set,VBP,1
05: The Store,settled,VBN,1
05: The Store,seven,CD,2
05: The Store,seventyfive,JJ,1
05: The Store,several,JJ,2
05: The Store,severin,NNP,1
05: The Store,sex,NN,1
05: The Store,shade,NN,2
05: The Store,shaking,VBG,2
05: The Store,shall,MD,2
05: The Store,she,NN,1
05: The Store,she,PRP,177
05: The Store,shelves,NNS,5
05: The Store,shifting,VBG,1
05: The Store,shining,VBG,2
05: The Store,shirt,NN,1
05: The Store,shit,NN,8
05: The Store,shoe,NN,1
05: The Store,shoestrings,NNS,1
05: The Store,shop,NN,1
05: The Store,shorter,JJR,2
05: The Store,shot,VBN,1
05: The Store,should,MD,4
05: The Store,shout,VB,1
05: The Store,shouted,VBD,1
05: The Store,shovel,NN,1
05: The Store,show,VB,3
05: The Store,showed,VBD,4
05: The Store,showing,VBG,1
05: The Store,shut,VBD,1
05: The Store,side,NN,3
05: The Store,sign,NN,2
05: The Store,silly-ass,JJ,1
05: The Store,simple,JJ,1
05: The Store,simplest,JJS,1
05: The Store,simply,RB,2
05: The Store,since,IN,4
05: The Store,single,JJ,1
05: The Store,sista,NN,3
05: The Store,sister,NN,1
05: The Store,sisters,NNS,1
05: The Store,sit,VB,3
05: The Store,sitting,VBG,6
05: The Store,six,CD,2
05: The Store,size,NN,1
05: The Store,skeptical,JJ,2
05: The Store,skinny,JJ,1
05: The Store,slamming,NN,1
05: The Store,slate,NN,2
05: The Store,slave,NN,1
05: The Store,slavejiame,NN,1
05: The Store,sleep,NN,1
05: The Store,sleep,VB,3
05: The Store,sleeping,VBG,1
05: The Store,slept,VBD,4
05: The Store,slice,NN,1
05: The Store,slimy,JJ,1
05: The Store,slip,NN,2
05: The Store,slipped,VBD,1
05: The Store,slow,JJ,2
05: The Store,slowly,RB,1
05: The Store,slugs,NNS,1
05: The Store,small,JJ,5
05: The Store,smaller,JJR,1
05: The Store,smart,JJ,1
05: The Store,smelled,VBD,1
05: The Store,smelly,JJ,1
05: The Store,smiled,VBD,2
05: The Store,smiles,VBZ,1
05: The Store,smiling,VBG,1
05: The Store,smithj,NNP,1
05: The Store,smoke,NN,1
05: The Store,smokes,VBZ,1
05: The Store,snap,VB,1
05: The Store,sneaky,JJ,1
05: The Store,sno-ball,NNP,1
05: The Store,snowball,NNP,1
05: The Store,so,IN,6
05: The Store,so,RB,26
05: The Store,so-and-so,JJ,1
05: The Store,soap,NN,2
05: The Store,sobered,VBN,1
05: The Store,socials,NNS,1
05: The Store,soda,NN,2
05: The Store,sodas,NNS,3
05: The Store,soiling,VBG,1
05: The Store,sold,VBD,2
05: The Store,sold,VBN,2
05: The Store,soldier,NN,1
05: The Store,some,DT,23
05: The Store,somebody,NN,1
05: The Store,someone,NN,7
05: The Store,someplace,NN,1
05: The Store,someplace,RB,1
05: The Store,somethin,NNP,1
05: The Store,something,NN,18
05: The Store,sometime,RB,1
05: The Store,sometimes,RB,5
05: The Store,sometimestwhaknew,NN,1
05: The Store,somewhere,RB,3
05: The Store,son,NN,3
05: The Store,soon,RB,4
05: The Store,soon-to-be,JJ,1
05: The Store,sooner,RBR,2
05: The Store,sophomore,NN,1
05: The Store,sore,JJ,1
05: The Store,sorry,NNP,1
05: The Store,soul,NN,2
05: The Store,sound,NN,1
05: The Store,sound,VB,1
05: The Store,sounds,NNS,1
05: The Store,south,NNP,1
05: The Store,southwest,NNP,2
05: The Store,space,NN,1
05: The Store,spaghetti,NNS,1
05: The Store,speak,VBP,1
05: The Store,special,JJ,3
05: The Store,specials,NNS,1
05: The Store,spend,VB,2
05: The Store,spend,VBP,2
05: The Store,spending,VBG,1
05: The Store,spent,VBD,4
05: The Store,spent,VBN,1
05: The Store,spit,VB,1
05: The Store,spiteful,JJ,1
05: The Store,spits,VBZ,1
05: The Store,spoke,VBD,1
05: The Store,sport,NN,1
05: The Store,spp,NN,1
05: The Store,spray,NN,1
05: The Store,spread,VBN,2
05: The Store,spring,NN,1
05: The Store,squirrel,NN,1
05: The Store,squirrels,NNS,3
05: The Store,stack,VB,1
05: The Store,stanback,NN,2
05: The Store,stand,VB,1
05: The Store,standard,JJ,2
05: The Store,standing,VBG,5
05: The Store,starch,VBP,1
05: The Store,start,VB,1
05: The Store,started,VBD,6
05: The Store,started,VBN,1
05: The Store,starve,VB,1
05: The Store,stay,VB,4
05: The Store,stayed,VBD,3
05: The Store,staying,VBG,1
05: The Store,steak,NN,1
05: The Store,step,VB,1
05: The Store,stepped,VBD,2
05: The Store,stereo,NN,2
05: The Store,stew,NN,1
05: The Store,still,RB,16
05: The Store,stitched,VBD,3
05: The Store,sto,NN,1
05: The Store,stocking,VBG,1
05: The Store,stockings,NNS,1
05: The Store,stolen,VBN,1
05: The Store,stomachs,NNS,1
05: The Store,stone,NN,2
05: The Store,stones,NNS,1
05: The Store,stood,VBD,13
05: The Store,stool,NN,3
05: The Store,stop,NN,1
05: The Store,stop,VB,2
05: The Store,stopped,VBD,2
05: The Store,stopped,VBN,1
05: The Store,storage,NN,2
05: The Store,store,NN,51
05: The Store,stories,NNS,1
05: The Store,story,NN,1
05: The Store,straight,JJ,2
05: The Store,straight,RB,1
05: The Store,stranger,NN,2
05: The Store,street,NN,18
05: The Store,street,NNP,12
05: The Store,streets,NNS,2
05: The Store,strength,NN,2
05: The Store,stretch,VB,1
05: The Store,stretched,VBN,1
05: The Store,strong,JJ,1
05: The Store,stuff,NN,8
05: The Store,stupid,JJ,1
05: The Store,substance,NN,1
05: The Store,succession,NN,1
05: The Store,such,JJ,4
05: The Store,suffer,VB,1
05: The Store,suit,VB,1
05: The Store,suitcase,NN,1
05: The Store,summer,NN,4
05: The Store,sunday,NNP,4
05: The Store,sunny,JJ,1
05: The Store,superiority,NN,1
05: The Store,supervisor,NN,1
05: The Store,supply,VB,1
05: The Store,supplyin,NN,1
05: The Store,suppose,VBP,3
05: The Store,sure,JJ,1
05: The Store,sure,RB,1
05: The Store,surpass,VB,1
05: The Store,surprise,NN,1
05: The Store,surprised,JJ,1
05: The Store,surprised,VBD,1
05: The Store,surprised,VBN,2
05: The Store,surprises,NNS,1
05: The Store,surprisingly,RB,1
05: The Store,surrounded,VBN,1
05: The Store,surrounding,VBG,1
05: The Store,swallowed,VBD,1
05: The Store,sweep,NN,1
05: The Store,sweet,JJ,1
05: The Store,sweetie,NN,1
05: The Store,t,NN,2
05: The Store,t$,NNP,1
05: The Store,table,NN,4
05: The Store,tables,NNS,1
05: The Store,take,VB,12
05: The Store,taken,VBN,2
05: The Store,takes,VBZ,1
05: The Store,taking,VBG,1
05: The Store,talk,VB,1
05: The Store,talkative,JJ,1
05: The Store,talked,VBD,3
05: The Store,talking,VBG,1
05: The Store,talks,NNS,1
05: The Store,tall,JJ,2
05: The Store,taught,VBN,1
05: The Store,taunting,VBG,1
05: The Store,taxes,NNS,1
05: The Store,tear,VB,2
05: The Store,teens,NNS,1
05: The Store,teeth,NNS,1
05: The Store,telavedla,VB,1
05: The Store,telephone,NN,2
05: The Store,television,NN,2
05: The Store,tell,VB,19
05: The Store,tell,VBP,3
05: The Store,telling,VBG,3
05: The Store,ten,CD,3
05: The Store,ten-year-old,JJ,1
05: The Store,tentativeness,NN,1
05: The Store,terrible,JJ,1
05: The Store,test,NN,2
05: The Store,th,DT,1
05: The Store,th,NN,1
05: The Store,than,IN,11
05: The Store,thank,VB,1
05: The Store,thanking,VBG,1
05: The Store,thanks,NNS,1
05: The Store,thas,IN,1
05: The Store,that,DT,63
05: The Store,that,IN,94
05: The Store,that,WDT,26
05: The Store,thaw,NN,1
05: The Store,thawing,VBG,2
05: The Store,the,DT,623
05: The Store,theater,NNP,1
05: The Store,thegirl,NN,1
05: The Store,their,PRP$,9
05: The Store,them,PRP,13
05: The Store,themselves,PRP,1
05: The Store,then,RB,43
05: The Store,there,EX,21
05: The Store,there,RB,20
05: The Store,they,PRP,28
05: The Store,thftp,NN,1
05: The Store,thick,JJ,1
05: The Store,thicker,JJR,1
05: The Store,thigh,NN,1
05: The Store,thighs,NNS,1
05: The Store,thin,JJ,1
05: The Store,thing,NN,8
05: The Store,things,NNS,12
05: The Store,think,VB,9
05: The Store,think,VBP,6
05: The Store,thinkin,VB,1
05: The Store,thinkin,VBG,1
05: The Store,thinking,NN,1
05: The Store,thinking,VBG,1
05: The Store,third,JJ,2
05: The Store,thirty,CD,1
05: The Store,this,DT,19
05: The Store,those,DT,12
05: The Store,thou,PRP,2
05: The Store,though,IN,7
05: The Store,though,RB,1
05: The Store,thought,VBD,5
05: The Store,thoughts,NNS,1
05: The Store,thousand,CD,4
05: The Store,threaten,VB,1
05: The Store,three,CD,11
05: The Store,through,IN,13
05: The Store,throughout,IN,2
05: The Store,throwing,VBG,1
05: The Store,thrown,VBN,1
05: The Store,thug,NN,1
05: The Store,thumb,NN,1
05: The Store,thursday,NNP,5
05: The Store,tierjad,NN,1
05: The Store,tight,JJ,1
05: The Store,till,IN,3
05: The Store,time,NN,42
05: The Store,times,NNP,1
05: The Store,times,NNS,7
05: The Store,timidly,RB,1
05: The Store,tinkled,VBD,1
05: The Store,tinkling,VBG,1
05: The Store,tired,JJ,2
05: The Store,tired,VBN,1
05: The Store,tiredness,NN,1
05: The Store,tn,CD,1
05: The Store,to,TO,347
05: The Store,to/theirjworld,NN,1
05: The Store,together,RB,2
05: The Store,told,VBD,15
05: The Store,told,VBN,3
05: The Store,tolerate,VB,1
05: The Store,tommy,NNP,8
05: The Store,tongue,NN,1
05: The Store,tonight,NN,1
05: The Store,tons,NNS,1
05: The Store,tonto,NNP,2
05: The Store,too,RB,9
05: The Store,took,VBD,20
05: The Store,tools,NNS,1
05: The Store,top,JJ,1
05: The Store,top,NN,2
05: The Store,tor,FW,1
05: The Store,tossed,VBD,1
05: The Store,total,JJ,1
05: The Store,touch,NN,1
05: The Store,touched,VBD,1
05: The Store,toward,IN,1
05: The Store,toy,NN,1
05: The Store,training,NN,1
05: The Store,trains,NNS,1
05: The Store,transits,VBZ,1
05: The Store,treat,NN,1
05: The Store,treats,VBZ,1
05: The Store,tree,NN,2
05: The Store,tricks,NNS,1
05: The Store,tried,VBD,3
05: The Store,trim,JJ,1
05: The Store,trip,NN,2
05: The Store,trips,NNS,1
05: The Store,triumph,NN,1
05: The Store,trudging,VBG,1
05: The Store,trustworthy,JJ,1
05: The Store,truth,NN,1
05: The Store,try,VB,1
05: The Store,tryin,VBP,1
05: The Store,trying,VBG,8
05: The Store,tryout,NN,1
05: The Store,tub,NN,1
05: The Store,tuesday,NNP,5
05: The Store,turn,NN,1
05: The Store,turn,VB,2
05: The Store,turned,VBD,4
05: The Store,turned,VBN,1
05: The Store,turner,NN,1
05: The Store,turner,NNP,7
05: The Store,turning,VBG,1
05: The Store,turns,NNS,1
05: The Store,turns,VBZ,1
05: The Store,twentv-two,JJ,1
05: The Store,twenty,CD,1
05: The Store,twenty-five,CD,1
05: The Store,twenty-five,JJ,1
05: The Store,twenty-seven,CD,1
05: The Store,twice,RB,3
05: The Store,twirling,VBG,1
05: The Store,twisted,VBN,1
05: The Store,two,CD,20
05: The Store,type,NN,1
05: The Store,u,NNP,1
05: The Store,under,IN,2
05: The Store,undertaker,NN,7
05: The Store,uniform,NN,1
05: The Store,unit,NN,1
05: The Store,unlocked,VBD,1
05: The Store,unlocking,VBG,1
05: The Store,untied,VBN,1
05: The Store,until,IN,16
05: The Store,unusual,JJ,1
05: The Store,up,IN,1
05: The Store,up,RB,9
05: The Store,up,RP,37
05: The Store,up.lhit,VBP,1
05: The Store,upper,NNP,1
05: The Store,upset,VB,1
05: The Store,upstairs,NN,1
05: The Store,urge,NN,1
05: The Store,us,PRP,12
05: The Store,use,VB,1
05: The Store,used,VBD,1
05: The Store,used,VBN,3
05: The Store,uses,NNS,1
05: The Store,usual,JJ,1
05: The Store,usually,RB,6
05: The Store,v,NN,1
05: The Store,valentine,NNP,1
05: The Store,valuables,NNS,1
05: The Store,vegetables,NNS,1
05: The Store,venturing,VBG,1
05: The Store,very,RB,10
05: The Store,vetoed,VBD,1
05: The Store,violently,RB,1
05: The Store,vjth,NN,1
05: The Store,voice,NN,1
05: The Store,voices,NNS,1
05: The Store,volunteering,VBG,1
05: The Store,von,NN,2
05: The Store,w,NNP,2
05: The Store,wa,NN,1
05: The Store,wait,VB,4
05: The Store,waited,VBD,4
05: The Store,waited,VBN,2
05: The Store,waiting,VBG,6
05: The Store,waking,VBG,1
05: The Store,walk,VB,3
05: The Store,walked,VBD,6
05: The Store,wall,NN,2
05: The Store,wandered,VBD,2
05: The Store,want,VB,9
05: The Store,want,VBP,4
05: The Store,wanted,VBD,19
05: The Store,wantf,VBP,1
05: The Store,wanting,VBG,1
05: The Store,war,NN,2
05: The Store,was,VBD,191
05: The Store,was/gloria,NN,1
05: The Store,washington,NNP,6
05: The Store,watch,VB,1
05: The Store,watched,VBD,3
05: The Store,watching,VBG,5
05: The Store,watchman,NN,1
05: The Store,water,NN,2
05: The Store,waved,VBD,2
05: The Store,way,NN,21
05: The Store,ways,NNS,1
05: The Store,we,PRP,38
05: The Store,weaned,VBN,1
05: The Store,wear,VB,1
05: The Store,wearing,VBG,1
05: The Store,weather,NN,1
05: The Store,wedding,NN,1
05: The Store,wednesday,NNP,2
05: The Store,week,NN,24
05: The Store,weekend,NN,1
05: The Store,weeks,NNS,8
05: The Store,welcome,JJ,1
05: The Store,well,RB,3
05: The Store,well,UH,1
05: The Store,went,VBD,28
05: The Store,were,VBD,34
05: The Store,wet,JJ,1
05: The Store,what,WDT,2
05: The Store,what,WP,42
05: The Store,what-i-did-on-my-summer-vacation,JJ,1
05: The Store,whatcha,FW,1
05: The Store,whatever,WDT,2
05: The Store,whatjatlaalhad,NN,1
05: The Store,wheelbarrow,NN,1
05: The Store,whei,FW,1
05: The Store,when,WRB,47
05: The Store,whenever,NNP,1
05: The Store,whenever,WRB,1
05: The Store,whenjilennajylwas,NNP,1
05: The Store,where,WRB,12
05: The Store,whether,IN,3
05: The Store,whgnjie,NN,1
05: The Store,which,WDT,11
05: The Store,which,WP,1
05: The Store,while,IN,2
05: The Store,while,NN,5
05: The Store,whine,VB,1
05: The Store,whipped,VBD,1
05: The Store,whipped,VBN,2
05: The Store,whispered,VBD,2
05: The Store,white,JJ,14
05: The Store,who,WP,29
05: The Store,whoever,WP,1
05: The Store,whole,JJ,6
05: The Store,whores,NNS,2
05: The Store,why,WRB,7
05: The Store,wife,NN,2
05: The Store,wiggling,VBG,1
05: The Store,will,MD,3
05: The Store,wind,NN,1
05: The Store,window,NN,9
05: The Store,windows,NNS,3
05: The Store,wings,NNS,1
05: The Store,winked,VBD,1
05: The Store,winning,VBG,1
05: The Store,winter,NN,1
05: The Store,wipe,VB,2
05: The Store,with,IN,82
05: The Store,withdrew,VBD,1
05: The Store,within,IN,2
05: The Store,without,IN,4
05: The Store,woke,VBD,3
05: The Store,wolfing,VBG,1
05: The Store,woman,NN,11
05: The Store,women,NNS,5
05: The Store,wonda,NNP,1
05: The Store,wonder,JJ,1
05: The Store,wooed,VBN,1
05: The Store,word,NN,5
05: The Store,wordlessly,RB,1
05: The Store,words,NNS,3
05: The Store,work,NN,15
05: The Store,work,VB,8
05: The Store,work,VBP,2
05: The Store,worked,VBD,2
05: The Store,worker,NN,4
05: The Store,working,VBG,6
05: The Store,world,NN,19
05: The Store,worn,VBN,2
05: The Store,worst,JJS,1
05: The Store,worth,JJ,1
05: The Store,worth,NN,1
05: The Store,would,MD,79
05: The Store,wrapped,VBD,1
05: The Store,wrappers,NNS,1
05: The Store,wrist,NN,2
05: The Store,write,VB,1
05: The Store,written,VBN,2
05: The Store,wrong,JJ,5
05: The Store,wrote,VBD,1
05: The Store,y,NN,1
05: The Store,yall,NN,1
05: The Store,yard,NN,10
05: The Store,yards,NNS,1
05: The Store,yaw,FW,1
05: The Store,yeah,JJ,1
05: The Store,yeah,NN,2
05: The Store,year,NN,6
05: The Store,years,NNS,14
05: The Store,yearsj,NN,1
05: The Store,yelling,VBG,2
05: The Store,yes,UH,1
05: The Store,yfx,NN,1
05: The Store,yhenj,CD,1
05: The Store,yni,NNS,1
05: The Store,york,NNP,6
05: The Store,you,PRP,79
05: The Store,your,PRP$,9
05: The Store,yuddini,NNS,1
05: The Store,|,CD,1
05: The Store,|,NN,1
05: The Store,|,SYM,4
05: The Store,£,$,1
05: The Store,°,CD,1
05: The Store,°,NN,1
05: The Store,•,SYM,3
06: An Orange Line Train to Ballston,!,0,10
06: An Orange Line Train to Ballston,',',111
06: An Orange Line Train to Ballston,m,VBP,2
06: An Orange Line Train to Ballston,re,VBP,1
06: An Orange Line Train to Ballston,s,POS,23
06: An Orange Line Train to Ballston,s,VBZ,16
06: An Orange Line Train to Ballston,*,SYM,1
06: An Orange Line Train to Ballston,",",",",205
06: An Orange Line Train to Ballston,--,:,5
06: An Orange Line Train to Ballston,-lrb-,-LRB-,1
06: An Orange Line Train to Ballston,-lsb-,-LRB-,1
06: An Orange Line Train to Ballston,-rcb-,-RRB-,1
06: An Orange Line Train to Ballston,0,0,242
06: An Orange Line Train to Ballston,...,:,2
06: An Orange Line Train to Ballston,1,LS,1
06: An Orange Line Train to Ballston,12th,JJ,4
06: An Orange Line Train to Ballston,13th,JJ,1
06: An Orange Line Train to Ballston,13th,NNP,1
06: An Orange Line Train to Ballston,14th,JJ,1
06: An Orange Line Train to Ballston,19th,JJ,1
06: An Orange Line Train to Ballston,:,:,1
06: An Orange Line Train to Ballston,?,0,31
06: An Orange Line Train to Ballston,\,NN,1
06: An Orange Line Train to Ballston,^,IN,1
06: An Orange Line Train to Ballston,^,NN,2
06: An Orange Line Train to Ballston,^,NNP,1
06: An Orange Line Train to Ballston,^,SYM,1
06: An Orange Line Train to Ballston,`,``,1
06: An Orange Line Train to Ballston,``,``,110
06: An Orange Line Train to Ballston,a,DT,52
