script_id,imdb_id,title,year,gross,lines_data
6514,tt0066026,MASH,1970,458,777777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2865,tt0311113,Master and Commander: The Far Side of the World,2003,135,77777777777777800000000000000000000000000000000000000000000000000000000000000000000
6833,tt0416320,Match Point,2005,31,77777756455435400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1142,tt0325805,Matchstick Men,2003,53,76557776777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4601,tt0110478,Maverick,1994,212,777676567776764000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1146,tt0467197,Max Payne,2008,49,771754357777458000000000000000000000000000000000000000000
6580,tt0091499,Maximum Overdrive,1986,17,557472715465434000000000000000000000000000000
5440,tt2582496,Me and Earl and the Dying Girl,2015,6,7777555445444430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8233,tt2507238,Me Him Her,2015,,7777777401777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4605,tt0377092,Mean Girls,2004,120,223222101020000000000000000000000000000000000000000000000000000000000000000000000
4606,tt0070379,Mean Streets,1973,,7777777577777780000000000000000000000000000000000000000000000000000000000000000000000
2881,tt0119643,Meet Joe Black,1998,82,232335675434346000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2884,tt0033891,Meet John Doe,1941,,342554467534734000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4607,tt0081150,Melvin and Howard,1980,,7777777677000000000000000000000000000000000000000000
2887,tt0209144,Memento,2000,41,7777777777777730000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4608,tt0397535,Memoirs of a Geisha,2005,77,7350000000075200000000000000000000000000000000000
7323,tt0104850,Memoirs of an Invisible Man,1992,30,76557744477777800000000000000000000000000000000000000000000000000000000000
4609,tt0100133,Memphis Belle,1990,56,7777777777775750000000000000000000000000000000000000000000000000000000000000000000000000000
1148,tt0119654,Men in Black,1997,473,77777777777377800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2894,tt1409024,Men in Black 3,2012,195,77777777777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000
1152,tt0119664,Metro,1997,60,75465777777644700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2900,tt0430357,Miami Vice,2006,84,74773557777777700000000000000000000000000000000000000000000000000000000000000000000000000000000
4619,tt0465538,Michael Clayton,2007,61,777777777777775000000000000000000000000000000000000000000000000000000000000000000000000
4622,tt1211890,Middle of Nowhere,2012,,4603333410023400000000000000000000000000000000000000000000000000000000000000000000000000000000
2901,tt0064665,Midnight Cowboy,1969,,57672662734777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1155,tt0077928,Midnight Express,1978,130,52377777777777800000000000000000000000000000000000000000000000000000
9008,tt1605783,Midnight in Paris,2011,62,44444533433334000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4625,tt0120751,Mighty Joe Young,1998,93,372577777774743000000000000000000000000000000000000000000000000000000000000000000
4626,tt0113820,Mighty Morphin Power Rangers: The Movie,1995,75,6667555656646570000000000000000000000000000000000000000000000000000000000000000000
1153,tt1013753,Milk,2008,38,6677777777777780000000000000000000000000000000000000000000000000000000000000000000000000
5930,tt0405159,Million Dollar Baby,2004,140,775677777777766000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2918,tt0119675,Mimic,1997,48,2535671357325660000000000000000000000000000000000000000000000000000000000000000
2920,tt0425253,Mini's First Time,2006,,131000003320013000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7986,tt2293640,Minions,2015,346,777777777777648000000000000000000000000000000000000000000000000000
2924,tt0181689,Minority Report,2002,197,6474777766567660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2927,tt0790686,Mirrors,2008,37,4477767777544430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2930,tt0100157,Misery,1990,126,433223443336441000000000000000000000000000000000000000000000000000000000000
1165,tt0183523,Mission to Mars,2000,98,7535577777777770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2933,tt0117060,Mission: Impossible,1996,356,634554677774645000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2935,tt0120755,Mission: Impossible II,2000,347,7777753343444340000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5442,tt2349144,Mississippi Grind,2015,,467466667777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5443,tt2872462,Mistress America,2015,2,243341100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7697,tt0082763,Modern Problems,1981,,7547423456443650000000000000000000000000000000000000000000
9015,tt1210166,Moneyball,2011,82,7326674344777770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1166,tt0166276,Monkeybone,2001,8,75677363640002300000000000000000000000000000000000000000000000
6050,tt0385880,Monster House,2006,97,66575777776346600000000000000000000000000000000000000000000000000000000000000000
2944,tt0285742,Monster's Ball,2001,48,4357775557766540000000000000000000000000000000000000000000000000000000000000000
9017,tt1453405,Monsters University,2013,286,3554755776277780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7991,tt0198781,"Monsters, Inc.",2001,445,7777777753677680000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2945,tt1067774,Monte Carlo,2011,25,200002433001030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2946,tt1182345,Moon,2009,5,7777777776067780000000000000000000000000000000000000000000000000
2947,tt1748122,Moonrise Kingdom,2012,49,777777477777562000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2949,tt0093565,Moonstruck,1987,179,15446754345554400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7332,tt3045616,Mortdecai,2015,7,7547777634777780000000000000000000000000000000000000000000000000000000000000000000000000
8218,tt0087747,Moscow on the Hudson,1984,64,67777666755377400000000000000000000000000000000000000000000000000000000
8604,tt0081184,Motel Hell,1980,,522234523341354000000000000000000
4647,tt1121977,Mother and Child,2009,1,3323100130051020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9021,tt0356910,Mr. & Mrs. Smith,2005,252,4443373245125560000000000000000000000000
2952,tt0040613,Mr. Blandings Builds His Dream House,1948,,443443433343133000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1169,tt0780571,Mr. Brooks,2007,36,7535557777777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2954,tt0027996,Mr. Deeds Goes to Town,1936,,777776324766779000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4658,tt0031679,Mr. Smith Goes to Washington,1939,,7777676343667790000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5448,tt2473794,Mr. Turner,2014,4,4374676031132280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2957,tt0119280,Mrs Brown,1997,17,76437763467776300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4660,tt0117104,Mrs. Winterbourne,1996,19,41431335210000000000000000000000000000000000000000000000000000000000000
2959,tt1935179,Mud,2012,23,577777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2961,tt0120762,Mulan,1998,224,5632000353577780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2962,tt0166924,Mulholland Drive,2001,11,777210013101779000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2964,tt0140397,Mumford,1999,7,575433432777777000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9025,tt0408306,Munich,2005,64,765335362777777000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2968,tt0166943,Music of the Heart,1999,25,220253412331003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2969,tt0110604,Mute Witness,1995,2,3716347434374430000000000000000000000000000000000000000
6625,tt0359715,My Best Friend's Birthday,1987,,777777777777778000000000000000000000000000000000000000000000000000000000000000000000000
1179,tt0119738,My Best Friend's Wedding,1997,240,2000045451000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7698,tt0259446,My Big Fat Greek Wedding,2002,360,134022332247321000000000000000000000000000000000000000000
7149,tt1179891,My Bloody Valentine,2009,59,767541554204723000000000000000000000000000000000000000000000000
7926,tt0100212,My Blue Heaven,1990,48,50534367522
7219,tt0081207,My Bodyguard,1980,,1377534445445450000000000000000000000000000000000000000000000000000000000000000
8253,tt0104952,My Cousin Vinny,1992,110,7777677676657670000000000000000
1178,tt0102492,My Girl,1991,123,42354444224314200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4670,tt0110613,My Girl 2,1994,34,34223443302342300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8420,tt0102494,My Own Private Idaho,1991,13,777777777777778000000000000000000000000000000000000000000000000
4674,tt1909807,My Pure Joy,2011,,364553565377778000000000000000000000000000000000000000000000000000000000000000000000000000
2975,tt1655420,My Week with Marilyn,2011,16,63377275644777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2976,tt0132347,Mystery Men,1999,50,777777545754678000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4677,tt0024368,Mystery of the Wax Museum,1933,,777777433423434000000000000000000000000000000000000000000000000000000000000000
7502,tt0327056,Mystic River,2003,129,77777734675454700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7212,tt0102511,Naked Lunch,1991,5,42775377647737800000000000000000000000000000000000000000
7441,tt0100224,Narrow Margin,1990,22,4577776434437760000000000000000000000000
2980,tt0073440,Nashville,1975,,2767766644477780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4684,tt0368891,National Treasure,2004,242,777777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8055,tt0465234,National Treasure: Book of Secrets,2007,278,5777773157777360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1185,tt0110632,Natural Born Killers,1994,104,416477777477778000000000000000000000000000000000000000000000000000000000000000000000000000000000
4685,tt0093605,Near Dark,1987,7,764534434454445000000000000000000000000000000000000000000000000000000
4686,tt1821549,Nebraska,2013,18,7567566476776680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6554,tt0107665,Needful Things,1993,31,4765735546745440000000000000
4688,tt0074958,Network,1976,,77755653776667800000000000000000000000000000000000000000000000000000000
2986,tt0151738,Never Been Kissed,1999,95,10333000217521200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4690,tt1334260,Never Let Me Go,2010,2,100010240243000000000000000000000000000000000000000000000000000000000000000000
4691,tt0111686,New Nightmare,1994,37,656745353310410000000000000000000000000000000000000000000000000000
1186,tt0363282,New York Minute,2004,19,3202000522234000000000000000000000000000000000000000000000000
1188,tt0104990,Newsies,1992,5,77777777777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000
1190,tt0435705,Next,2007,22,763464777747776000000000000000000000000000000000000000000000000000000000000000000000000000000
2996,tt0195945,Next Friday,2000,92,777777777777548000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6215,tt0981227,Nick and Norah's Infinite Playlist,2008,38,66736576005666300000000000000000000000000000000000000000000000000000
2998,tt0113972,Nick of Time,1995,16,5355564653226760000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5452,tt2872718,Nightcrawler,2014,34,77744477436754500000000000000000000000000000000000000000000000000000000000000000000000000000
3009,tt0875034,Nine,2009,22,77776443645667700000000000000000000000000000000000000000000000000000000000000000000
4710,tt0080319,Nine to Five,1980,333,40220004212410200
3014,tt1186367,Ninja Assassin,2009,44,777764363255544000000000000000000000000000000000000000000000000000000000000000000000000
3016,tt0031725,Ninotchka,1939,45,777774775777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4711,tt0113987,Nixon,1995,27,7777777777777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6150,tt0477348,No Country for Old Men,2007,93,7774443677777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8409,tt1781922,No Escape,2015,28,723145454555778000000000000000000000000000000000000000000000000000000000000000
4716,tt1763264,No One Lives,2012,,25477744463137600000000000000000000000000000000000000000000000000000000000
3019,tt1411238,No Strings Attached,2011,77,344325776434443000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7659,tt1959490,Noah,2014,107,7732576445676580000000000000000000000000000000000000000000000000000000
7129,tt0079638,Norma Rae,1979,,255543333453143000000000000000000000000000000000000
4344,tt0790721,Normal Adolescent Behavior,2007,,2213334573032510000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7080,tt0053125,North by Northwest,1959,,7476677762527530000000000000000000000000000000000
4721,tt0058414,Nothing But a Man,1964,,74446343772244700000000000000000000000000000000000000000000000000000000000000000000000000000
3020,tt0125439,Notting Hill,1999,198,777756764476454000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4723,tt0114011,Now and Then,1995,54,10000110000000100000000000000000000000000000000000000000
7681,tt1670345,Now You See Me,2013,126,77777777206557700000000000000000000000000000000000000000000000000000
4725,tt1266029,Nowhere Boy,2009,1,3567676646471210000000000000000000000000000000000000000000000000000000000000000000000000000000000
7034,tt0107711,Nowhere to Run,1993,46,7764663445673550000000000
3024,tt0171580,Nurse Betty,2000,40,3456642034000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4730,tt0190590,"O Brother, Where Art Thou?",2000,73,7777777777777780000000000000000000000000000000000000000000000000000000000000000
3026,tt1483013,Oblivion,2013,95,52635463453233400000000000000000000000000000000000000000000000000000000
3027,tt1197628,Observe and Report,2009,27,775357763377363000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3028,tt1198138,Obsessed,2009,79,336677753467325000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6509,tt0074991,Obsession,1976,,4667657467613430000000000000000000
3029,tt0240772,Ocean's Eleven,2001,281,677777767777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3031,tt0349903,Ocean's Twelve,2004,176,357777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6234,tt0086034,Octopussy,1983,187,577777777775778000000000000000000000000
6919,tt2388715,Oculus,2013,29,61362417343543600000000000000000000000000000000000000000000000000000000000000000
3033,tt0151804,Office Space,1999,18,677736677777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8450,tt0079660,Old Boyfriends,1979,,26000000001002000000000000000000000000000000000000000
7940,tt0302886,Old School,2003,107,4465635776567770000000000000000000000000
4744,tt0082846,On Golden Pond,1981,372,25444345323354500000000000000000000000000000000000000000000000
4745,tt0047296,On the Waterfront,1954,185,77775536777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5937,tt0087843,Once Upon a Time in America,1984,13,7777777774577770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9051,tt1196956,One Chance,2013,,24777765477777400000000000000000000000000000000000000000000000000000000000000000000000000000000000
4748,tt0118531,One Eight Seven,1997,10,7777777176665770000000000000000000000000000000000000000000000000000000000000000000000000
7890,tt0479968,One Missed Call,2008,32,7433001310003230000000000000000000000000000000000000
3040,tt1602613,Only God Forgives,2013,0,7777777774665230000000000000000000000000000000000000000000000000000000000000000000000000
4758,tt0110737,Only You,1994,41,32001000021100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3042,tt0081283,Ordinary People,1980,177,547765654777764000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1208,tt0054240,Orgy of the Dead,1965,,4545343576345470000000000000000000
1211,tt1148204,Orphan,2009,48,1041244153414430000000000000000000000000000000000000000000000000000000000000000000000
6156,tt1204977,Ouija,2014,54,120031110454104000000000000000000000000000000000000000
3047,tt0120780,Out of Sight,1998,69,667764343343779000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9057,tt0114069,Outbreak,1995,135,7763137777777770000000000000000000000000000000000000000000000000000000000000000000
7295,tt0804516,P2,2007,5,50000025234556400000000000000000000000000000000000000000000000000000000
6331,tt1663662,Pacific Rim,2013,109,740323577737645000000000000000000000000000000000000000000000000000000000000000000000000000
7706,tt1980209,Pain & Gain,2013,53,77777777777776800000000000000000000000000000000000000000000000000000000000000000000000000
7759,tt3332064,Pan,2015,36,44777777777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4157,tt0457430,Pan's Labyrinth,2006,49,124226200377714000000000000000000000000000000000000000000000000
3055,tt1188729,Pandorum,2009,11,7777777777777780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1215,tt0258000,Panic Room,2002,142,424433214006778000000000000000000000000000000000000000000000000000000000
4765,tt0114084,Panther,1995,13,67777777733777800000000000000000000000000000000000000000000000000000000000000000000000000
3059,tt2006810,Papadopoulos & Sons,2012,,66677777777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000
7769,tt3622592,Paper Towns,2015,33,6467777777333330000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3060,tt1623288,ParaNorman,2012,61,432534765257778000000000000000000000000000000000000000000000000000000000000000000000
3062,tt1233334,Pariah,2011,0,110030000112000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7210,tt0070518,Pat Garrett & Billy the Kid,1973,,77777775757777800000000000
3069,tt1092026,Paul,2011,41,77777777777775400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5456,tt1596345,Pawn Sacrifice,2014,2,63542013643434500000000000000000000000000000000000000000000000000000000000000000000000000000000
8533,tt3733778,Pay the Ghost,2015,,47665457754677800000000000000000000000000000000000000000000000000000
7499,tt0120784,Payback,1999,139,4552345677777780000000000000000000000000000000000000000000000000000000000000000000000
1219,tt0213149,Pearl Harbor,2001,305,77777777775004200000000000000000000000000000000000000000000000000000000000000000000000
1221,tt0054167,Peeping Tom,1960,,777774132426424000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1220,tt0091738,Peggy Sue Got Married,1986,97,5534202202235020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7765,tt1716777,People Like Us,2012,13,777777533512468000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3076,tt0403407,Perfect Creature,2006,,5776463576330030000000000000000000000000000000000000000000000000
3082,tt0098084,Pet Sematary,1989,126,222524347731132000000000000000000000000000000000000000000000000000000000000000000
1223,tt0105128,Pet Sematary II,1992,35,3753777777765580000000000000000000000000000000000000
1225,tt0063426,Petulia,1968,,2333352354323340000000000000000000000000000000000000000000000000
3087,tt0107818,Philadelphia,1993,162,5427734377667780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7358,tt2431286,Philomena,2013,40,47776540003744400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3089,tt0183649,Phone Booth,2002,69,777777777777775000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3091,tt0138704,Pi,1998,5,447347776457778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3097,tt0910936,Pineapple Express,2008,105,774145777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8352,tt0449088,Pirates of the Caribbean: At World's End,2007,390,25767774146657700000000000000000000000000000000000000000000000000000000000
8351,tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,561,77766577777777600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8350,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,440,63624377777777600000000000000000000000000000000000000000000000000000000000000000000000000000000000
3105,tt0134847,Pitch Black,2000,63,3444452345664350000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8655,tt1981677,Pitch Perfect,2012,71,323315642360000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6029,tt2120120,Pixels,2015,81,7777730002110440000000000000
4791,tt0063442,Planet of the Apes,1968,172,4777777777777780000000000000000000000000000000000000000000000000000000000000000000000000000
3110,tt0091763,Platoon,1986,323,777777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6128,tt0067588,Play Misty for Me,1971,,777577514477343000000000000000000000000000000000000000000000000000
3113,tt0120789,Pleasantville,1998,75,342477134335543000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5458,tt0878835,Please Give,2010,4,44000031000352200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8652,tt0114148,Pocahontas,1995,284,777777740434100000000000000000000000000000000000000000000000000000000000000000000000
3116,tt0102685,Point Break,1991,89,7004667736555250000000000000000000000000000000000000000000000000
8058,tt0107843,Point of No Return,1993,63,47232530134361700000000000000000000000000000
5523,tt0190641,Pok�mon: The First Movie - Mewtwo Strikes Back,1998,158,437741231212143000000000000000000
6052,tt1921064,Pompeii,2014,24,27773677776077600000000000000000000000000000000000000000000000000000
4812,tt0256276,Possession,2002,15,3477771000000010000000000000000000000000000000000000000000000000000
5344,tt0120791,Practical Magic,1998,86,21030000001421000000000000000000000
3124,tt0929632,Precious,2009,55,35310100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1244,tt0093773,Predator,1987,132,7777777777775780000000000000000
7233,tt0100403,Predator 2,1990,63,76766775776567800000000000000000000000000
7231,tt1424381,Predators,2010,57,765577574675756000000000000000000000000000000
1245,tt0100405,Pretty Woman,1990,366,7777742320024430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3133,tt0414387,Pride & Prejudice,2005,52,122210142250201000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3135,tt0822847,Priest,2011,31,7333477777777780000000000000000000000000000000000000000000000000000000000
8559,tt0117381,Primal Fear,1996,110,67633246777777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6846,tt0093777,Prince of Darkness,1987,31,773533546317456000000000000000000000000000
7466,tt0473075,Prince of Persia: The Sands of Time,2010,100,777775677667778000000000000000000000000000000000000000000000000000000000000000000000000000
9083,tt1392214,Prisoners,2013,65,453424355766538000000000000000000000000000000000000000000000000000000
8308,tt0081375,Private Benjamin,1980,225,352223263242020000000000000000000000000000000000000000000000000000000000000000000000000000000
6154,tt0081383,Prom Night,1980,,30002336745442000000000000000000000000000000000000000000000000000000
6649,tt1446714,Prometheus,2012,137,1375547544237680000000000000000000000000000000000000000000000000000000000000000
5460,tt2091473,Promised Land,2012,8,67777765244353400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1251,tt0054215,Psycho,1960,545,777656667777777000000000000000000000000000000000000000000000000000000000000
8268,tt0086154,Psycho II,1983,88,7557722365553340000000000000000000000000000000000000000000000000000000000000000000000
4829,tt1152836,Public Enemies,2009,112,77777776777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1257,tt0110912,Pulp Fiction,1994,224,67777777777777800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1253,tt0272338,Punch-Drunk Love,2002,26,776435775777343000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1256,tt0087957,Purple Rain,1984,,710135277777777000000000000000000000000000000000000000000000000000000000000000000000000
7682,tt0465580,Push,2009,36,77773000000000000000000000000000000000000000000000000000
3161,tt0239860,Quantum Project,2000,,477553454354778000
3162,tt0238546,Queen of the Damned,2002,45,776574311225766000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4838,tt0180073,Quills,2000,11,524777404234544000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4840,tt0110932,Quiz Show,1994,51,7777576743457780000000000000000000000000000000000000000000000000000000000000000000000
4844,tt0935075,Rabbit Hole,2010,2,132101510017533000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7237,tt0076590,Rabid,1977,,6745657445624760000000000000000000000000000000000000000
3167,tt1084950,Rachel Getting Married,2008,15,322222200005315000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3169,tt0081398,Raging Bull,1980,,7756677777777770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1034,tt0082971,Raiders of the Lost Ark,1981,9,7777777777777760000000000000000000000000000000000000000000000000
4851,tt0822849,Rails & Ties,2007,,264006257521342000000000000000000000000000000000000000000000000000000000000000000000000000000000
6145,tt0093822,Raising Arizona,1987,50,667577643457325000000000000000000000000000000000000000000000000000000000
3174,tt0102753,Rambling Rose,1991,12,67777777325742500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1264,tt0089880,Rambo: First Blood Part II,1985,367,777777777777778000000000000000000000000000000000000000000000000000000000
6466,tt1640548,Rampart,2011,1,334343255765345000000000000000000000000000000000000000000000000000000000000
8516,tt0117438,Ransom,1996,267,664756676457676000000000000
4853,tt0382932,Ratatouille,2007,260,777777777777778000000000000000000000000000000000000000000000000000000000000000000000000000000000000
